Title: Primitive mantle composition from McDonough & Sun (1995),

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O Mg#
36943.90 1634.62 13.021217 32.084593 -155433.928229 4.006263 15.733351 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.94O6 54.1101 0.817058 3.74151 0.513726 0 3.07856 19.3231 17.1286 1.28734 0 0 0
36649.60 1634.32 13.020978 32.087635 -155539.938476 4.006840 15.735684 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.94O6 54.0904 0.814332 3.76752 0.515885 0 3.085 19.32 17.124 1.2828 0 0 0
36355.30 1634.01 13.020865 32.090864 -155647.600618 4.007451 15.738139 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.94O6 54.0704 0.811569 3.79393 0.518074 0 3.09147 19.3168 17.1197 1.27814 0 0 0
36061.10 1633.71 13.020681 32.093999 -155754.193134 4.008042 15.740504 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.93O6 54.0499 0.808731 3.82066 0.520289 0 3.09803 19.3136 17.1155 1.27327 0 0 0
35766.90 1633.41 13.020519 32.097165 -155861.024952 4.008640 15.742879 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.93O6 54.029 0.805835 3.84775 0.522532 0 3.10466 19.3103 17.1117 1.26823 0 0 0
35472.70 1633.10 13.020477 32.100499 -155969.434116 4.009270 15.745367 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.93O6 54.0078 0.802896 3.87524 0.524805 0 3.11131 19.3069 17.1081 1.26306 0 0 0
35178.50 1632.80 13.020464 32.103995 -156078.006499 4.009911 15.747890 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.93O6 53.9861 0.799881 3.90312 0.527114 0 3.11807 19.3034 17.1046 1.25769 0 0 0
34884.30 1632.49 13.021266 32.109423 -156196.427241 4.010796 15.751388 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.964 0.796854 3.9318 0.529515 0 3.12489 19.2996 17.101 1.25243 0 0 0
34590.20 1632.19 13.021975 32.114695 -156313.510339 4.011654 15.754766 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.9415 0.793742 3.9608 0.53194 0 3.1318 19.2958 17.0975 1.24693 0 0 0
34296.10 1631.89 13.028210 32.133848 -156496.558300 4.014191 15.764919 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.9184 0.790938 3.9924 0.53473 0 3.13886 19.2905 17.0915 1.24262 0 0 0
34001.90 1631.58 13.038362 32.162723 -156726.682446 4.017915 15.779854 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.8949 0.788331 4.02596 0.537781 0 3.146 19.2841 17.0838 1.23909 0 0 0
33707.80 1631.28 13.048942 32.192758 -156961.877161 4.021773 15.795312 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.8709 0.785655 4.06005 0.540884 0 3.15325 19.2777 17.0761 1.23542 0 0 0
33413.80 1630.97 13.060046 32.223971 -157203.640963 4.025788 15.811380 cpx Na0.09Ca0.65Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.8465 0.782938 4.0947 0.544038 0 3.16054 19.271 17.0687 1.23167 0 0 0
33119.70 1630.67 13.071630 32.256476 -157451.184451 4.029951 15.828037 cpx Na0.09Ca0.65Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.17Si1.93O6 53.8215 0.780147 4.12994 0.547248 0 3.16796 19.2642 17.0612 1.22776 0 0 0
32825.60 1630.37 13.083752 32.290305 -157705.351396 4.034280 15.845335 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.01Ti0.02Al0.18Si1.93O6 53.7961 0.777296 4.16576 0.550513 0 3.17546 19.2573 17.0539 1.22372 0 0 0
32531.60 1630.06 13.096469 32.325486 -157966.968101 4.038787 15.863329 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.01Ti0.02Al0.18Si1.93O6 53.7702 0.774399 4.20218 0.553832 0 3.18302 19.25 17.0468 1.21959 0 0 0
32237.60 1629.76 13.109741 32.362143 -158235.276567 4.043467 15.882001 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.02Ti0.02Al0.18Si1.92O6 53.7438 0.771422 4.23919 0.557208 0 3.19069 19.2428 17.0397 1.21529 0 0 0
31943.60 1629.45 13.123666 32.400300 -158511.812401 4.048345 15.901440 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.02Ti0.02Al0.18Si1.92O6 53.7168 0.768394 4.27684 0.56064 0 3.19843 19.2352 17.0328 1.21089 0 0 0
31649.60 1629.15 13.138210 32.440088 -158795.820048 4.053414 15.921635 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.02Ti0.02Al0.18Si1.92O6 53.6893 0.765282 4.3151 0.564133 0 3.20629 19.2276 17.0259 1.20632 0 0 0
31355.60 1628.85 13.153440 32.481565 -159088.304103 4.058693 15.942652 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.02Ti0.02Al0.18Si1.92O6 53.6613 0.762098 4.354 0.567686 0 3.21424 19.2198 17.0192 1.20161 0 0 0
31061.70 1628.54 13.169418 32.524773 -159390.169554 4.064199 15.964549 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.02Ti0.02Al0.19Si1.92O6 53.6328 0.758856 4.39354 0.571296 0 3.22226 19.2118 17.0127 1.19679 0 0 0
30767.80 1628.24 13.186126 32.569887 -159700.898520 4.069931 15.987337 cpx Na0.08Ca0.65Fe''0.10Mg1.03Fe'''0.02Ti0.02Al0.19Si1.92O6 53.6036 0.755521 4.43374 0.57497 0 3.23042 19.2036 17.0063 1.19178 0 0 0
30473.90 1627.93 13.203667 32.616944 -160022.104655 4.075917 16.011111 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.19Si1.92O6 53.574 0.752122 4.47461 0.578704 0 3.23864 19.1952 17.0001 1.18665 0 0 0
30180.00 1627.63 13.222028 32.666130 -160353.294798 4.082157 16.035883 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.19Si1.92O6 53.5437 0.748625 4.51616 0.582505 0 3.24701 19.1867 16.9939 1.18133 0 0 0
29886.10 1627.33 13.241288 32.717531 -160695.626224 4.088672 16.061737 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.19Si1.92O6 53.5129 0.74504 4.5584 0.58637 0 3.25548 19.1781 16.9879 1.17584 0 0 0
29592.20 1627.02 13.261527 32.771236 -161050.269081 4.095487 16.088754 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.19Si1.92O6 53.4815 0.74138 4.60135 0.590299 0 3.26404 19.1691 16.9822 1.17022 0 0 0
29298.40 1626.72 13.282743 32.827456 -161416.822911 4.102604 16.116960 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.20Si1.91O6 53.4494 0.737613 4.64499 0.594296 0 3.27274 19.1601 16.9765 1.16439 0 0 0
29004.50 1626.41 13.305065 32.886293 -161797.305176 4.110059 16.146484 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.20Si1.91O6 53.4168 0.733761 4.68937 0.59836 0 3.28153 19.1507 16.9711 1.15842 0 0 0
28710.70 1626.11 13.328497 32.947976 -162191.365163 4.117857 16.177360 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.20Si1.91O6 53.3835 0.729792 4.73447 0.602494 0 3.29047 19.1413 16.9657 1.15224 0 0 0
28416.90 1625.81 13.353148 33.012663 -162600.554126 4.126031 16.209705 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.20Si1.91O6 53.3496 0.725715 4.78031 0.606698 0 3.29955 19.1317 16.9605 1.14586 0 0 0
28123.10 1625.50 13.379120 33.080499 -163026.342216 4.134611 16.243629 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.20Si1.91O6 53.3151 0.721542 4.8269 0.610971 0 3.30872 19.1218 16.9556 1.13932 0 0 0
27829.40 1625.20 13.406452 33.151795 -163468.813737 4.143611 16.279208 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.21Si1.91O6 53.2799 0.717237 4.87425 0.615318 0 3.31806 19.1119 16.9508 1.13256 0 0 0
27535.60 1624.90 13.435282 33.226793 -163929.952699 4.153073 16.316599 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.21Si1.91O6 53.244 0.712807 4.92238 0.619741 0 3.32754 19.1017 16.9462 1.12558 0 0 0
27241.90 1624.59 13.465719 33.305639 -164411.215932 4.163029 16.355914 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.21Si1.91O6 53.2075 0.708265 4.97129 0.624234 0 3.33713 19.0913 16.9419 1.11843 0 0 0
26948.20 1624.29 13.497855 33.388791 -164913.441924 4.173511 16.397299 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.21Si1.91O6 53.1703 0.703571 5.02098 0.628805 0 3.34691 19.0807 16.9377 1.11103 0 0 0
26654.50 1623.99 13.531842 33.476513 -165438.708095 4.184565 16.440925 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.21Si1.90O6 53.1324 0.698733 5.07148 0.633454 0 3.35686 19.07 16.9337 1.10339 0 0 0
26360.80 1623.68 13.567841 33.569091 -165989.212664 4.196239 16.486970 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.22Si1.90O6 53.0938 0.693761 5.12279 0.638178 0 3.36692 19.059 16.93 1.09557 0 0 0
26067.20 1623.38 13.605976 33.667053 -166566.092178 4.208574 16.535617 cpx Na0.08Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.22Si1.90O6 53.0545 0.688615 5.1749 0.642983 0 3.3772 19.048 16.9264 1.08746 0 0 0
25773.50 1623.08 13.646471 33.770847 -167172.397543 4.221640 16.587124 cpx Na0.07Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.22Si1.90O6 53.0145 0.6833 5.22785 0.647871 0 3.38766 19.0367 16.923 1.07911 0 0 0
25479.90 1622.77 13.689514 33.880817 -167810.591882 4.235491 16.641702 cpx Na0.07Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.22Si1.90O6 52.9738 0.677825 5.28162 0.652835 0 3.39827 19.0252 16.92 1.07053 0 0 0
25186.30 1622.47 13.735329 33.997755 -168483.159147 4.250203 16.699660 cpx Na0.07Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.23Si1.90O6 52.9323 0.672146 5.33622 0.657886 0 3.40912 19.0136 16.9171 1.06166 0 0 0
24892.70 1622.17 13.784191 34.122221 -169193.691544 4.265857 16.761315 cpx Na0.07Ca0.65Fe''0.10Mg1.02Fe'''0.02Ti0.02Al0.23Si1.90O6 52.8901 0.666268 5.39166 0.66302 0 3.42018 19.0018 16.9144 1.05251 0 0 0
24599.10 1621.86 13.836400 34.254846 -169946.137783 4.282546 16.827016 cpx Na0.07Ca0.65Fe''0.10Mg1.01Fe'''0.02Ti0.02Al0.23Si1.89O6 52.8472 0.660194 5.44795 0.668237 0 3.43141 18.9898 16.9121 1.0431 0 0 0
24305.60 1621.56 13.892268 34.396634 -170743.992472 4.300371 16.897178 cpx Na0.07Ca0.65Fe''0.10Mg1.01Fe'''0.02Ti0.02Al0.23Si1.89O6 52.8036 0.65388 5.50505 0.673541 0 3.44293 18.9778 16.9099 1.03337 0 0 0
24012.00 1621.25 13.952229 34.548427 -171593.091938 4.319462 16.972295 cpx Na0.07Ca0.65Fe''0.10Mg1.01Fe'''0.02Ti0.02Al0.24Si1.89O6 52.7592 0.647341 5.56302 0.678932 0 3.45465 18.9654 16.9081 1.02336 0 0 0
23718.50 1620.95 14.016693 34.711473 -172498.118575 4.339950 17.052902 cpx Na0.07Ca0.65Fe''0.10Mg1.01Fe'''0.02Ti0.02Al0.24Si1.89O6 52.714 0.640529 5.6218 0.684412 0 3.46668 18.9531 16.9064 1.013 0 0 0
23425.00 1620.65 14.086203 34.887006 -173466.080577 4.362004 17.139646 cpx Na0.07Ca0.65Fe''0.10Mg1.01Fe'''0.02Ti0.02Al0.24Si1.89O6 52.6681 0.633442 5.68142 0.689982 0 3.479 18.9407 16.905 1.00231 0 0 0
23131.50 1620.34 14.161361 35.076394 -174504.670599 4.385806 17.233241 cpx Na0.07Ca0.65Fe''0.10Mg1.01Fe'''0.02Ti0.02Al0.24Si1.89O6 52.6215 0.626077 5.74184 0.695639 0 3.49159 18.9281 16.9039 0.991297 0 0 0
22838.00 1620.04 14.242904 35.281706 -175622.699795 4.411593 17.334624 cpx Na0.07Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.25Si1.89O6 52.5742 0.618374 5.80307 0.701392 0 3.50455 18.9155 16.903 0.979885 0 0 0
22544.60 1619.74 14.331645 35.504837 -176830.474986 4.439612 17.444768 cpx Na0.07Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.25Si1.88O6 52.5262 0.610329 5.86506 0.707235 0 3.51788 18.9029 16.9023 0.968092 0 0 0
22251.10 1619.44 14.428663 35.748465 -178141.510908 4.470201 17.564991 cpx Na0.07Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.25Si1.88O6 52.4774 0.601906 5.92782 0.713173 0 3.53161 18.8903 16.9019 0.955891 0 0 0
21957.70 1619.13 14.535087 36.015261 -179570.020311 4.503707 17.696649 cpx Na0.07Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.25Si1.88O6 52.428 0.593094 5.99126 0.719202 0 3.54574 18.8775 16.9019 0.943305 0 0 0
21664.30 1618.83 14.652486 36.309365 -181135.196719 4.540623 17.841696 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.26Si1.88O6 52.3779 0.583817 6.05537 0.725329 0 3.56041 18.865 16.902 0.930229 0 0 0
21370.90 1618.53 14.782657 36.635113 -182859.642170 4.581506 18.002307 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.26Si1.88O6 52.3272 0.574047 6.12007 0.731552 0 3.57564 18.8526 16.9022 0.91667 0 0 0
21077.50 1618.22 14.927802 36.997836 -184771.008510 4.627037 18.181148 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.02Al0.26Si1.88O6 52.2759 0.563749 6.18529 0.737871 0 3.59145 18.8402 16.9029 0.902634 0 0 0
20784.20 1617.92 15.090774 37.404863 -186904.392222 4.678108 18.381740 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.26Si1.87O6 52.2242 0.552829 6.2509 0.74429 0 3.60803 18.8282 16.9035 0.888008 0 0 0
20490.80 1617.62 15.275210 37.865093 -189305.391135 4.735847 18.608503 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 52.172 0.541225 6.31681 0.750812 0 3.62546 18.8166 16.9043 0.872771 0 0 0
20197.50 1617.31 15.485466 38.389198 -192028.430711 4.801605 18.866730 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 52.1194 0.528876 6.38281 0.757433 0 3.64382 18.8054 16.9053 0.856918 0 0 0
19904.20 1617.01 15.727713 38.992748 -195149.962753 4.877305 19.163995 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 52.0667 0.515634 6.4487 0.764164 0 3.66342 18.7949 16.9062 0.840291 0 0 0
19610.90 1616.71 16.009734 39.694923 -198767.140057 4.965364 19.509776 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.28Si1.87O6 52.0138 0.501393 6.51419 0.771008 0 3.68444 18.7854 16.9069 0.822842 0 0 0
19317.60 1616.40 16.112460 39.952389 -200166.075054 4.998133 19.637691 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.28Si1.87O6 51.9876 0.493876 6.53399 0.775243 0 3.69933 18.7965 16.9061 0.807373 0 0 0
19024.40 1616.10 16.037378 39.769043 -199361.329147 4.976004 19.549427 cpx Na0.06Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.28Si1.87O6 51.9832 0.492388 6.51639 0.777198 0 3.7083 18.8247 16.904 0.793747 0 0 0
18731.20 1615.80 15.957254 39.573119 -198492.927364 4.952311 19.454994 cpx Na0.05Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9792 0.490792 6.49801 0.779034 0 3.71726 18.8536 16.9024 0.779808 0 0 0
18437.90 1615.50 15.871618 39.363446 -197554.951162 4.926909 19.353818 cpx Na0.05Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9754 0.48908 6.47881 0.780744 0 3.72622 18.8832 16.901 0.765544 0 0 0
18144.70 1615.19 15.780214 39.139245 -196544.226697 4.899712 19.245556 cpx Na0.05Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9719 0.487255 6.4588 0.78232 0 3.7351 18.9134 16.9002 0.751 0 0 0
17851.60 1614.89 15.682172 38.898628 -195449.376002 4.870457 19.129194 cpx Na0.05Ca0.65Fe''0.11Mg1.01Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9689 0.485282 6.43783 0.783749 0 3.74399 18.9445 16.8997 0.736094 0 0 0
17558.40 1614.59 15.576964 38.640152 -194264.002673 4.838977 19.004068 cpx Na0.05Ca0.65Fe''0.11Mg1.02Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9662 0.48316 6.41587 0.785025 0 3.75283 18.9765 16.8995 0.720848 0 0 0
17265.20 1614.28 15.464158 38.362601 -192982.705764 4.805133 18.869618 cpx Na0.05Ca0.65Fe''0.11Mg1.02Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9641 0.480889 6.39295 0.78614 0 3.76157 19.0092 16.8999 0.705302 0 0 0
16972.10 1613.98 15.342598 38.063371 -191590.459149 4.768570 18.724480 cpx Na0.05Ca0.65Fe''0.11Mg1.02Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9625 0.478428 6.36885 0.787077 0 3.77027 19.0429 16.9006 0.68938 0 0 0
16679.00 1613.68 15.211570 37.740556 -190078.423605 4.729063 18.567758 cpx Na0.05Ca0.65Fe''0.11Mg1.02Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9615 0.475773 6.34356 0.787824 0 3.77886 19.0776 16.9017 0.67311 0 0 0
16385.90 1613.38 15.070081 37.391686 -188433.984102 4.686302 18.398236 cpx Na0.05Ca0.65Fe''0.11Mg1.02Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9613 0.472906 6.31699 0.788369 0 3.78734 19.1134 16.9033 0.65649 0 0 0
16092.80 1613.07 14.917318 37.014606 -186646.932039 4.640029 18.214891 cpx Na0.04Ca0.65Fe''0.11Mg1.03Fe'''0.02Ti0.01Al0.27Si1.87O6 51.9618 0.469822 6.2891 0.788701 0 3.79562 19.1499 16.9055 0.639558 0 0 0
15799.70 1612.77 14.751397 36.604901 -184693.077787 4.589662 18.015469 cpx Na0.04Ca0.65Fe''0.11Mg1.03Fe'''0.02Ti0.01Al0.26Si1.87O6 51.9632 0.466465 6.25963 0.788792 0 3.80377 19.1879 16.908 0.622228 0 0 0
15506.70 1612.47 14.571208 36.159679 -182558.400201 4.534852 17.798585 cpx Na0.04Ca0.65Fe''0.11Mg1.03Fe'''0.02Ti0.01Al0.26Si1.87O6 51.9657 0.462827 6.22852 0.788628 0 3.81171 19.2271 16.911 0.604548 0 0 0
15213.70 1612.16 14.375435 35.675542 -180226.301653 4.475182 17.562599 cpx Na0.04Ca0.65Fe''0.11Mg1.03Fe'''0.02Ti0.01Al0.26Si1.87O6 51.9692 0.458896 6.19568 0.788195 0 3.81937 19.2673 16.9148 0.586551 0 0 0
14920.70 1611.86 14.161376 35.146033 -177662.186629 4.409816 17.304256 cpx Na0.04Ca0.65Fe''0.11Mg1.03Fe'''0.02Ti0.01Al0.26Si1.87O6 51.9742 0.454602 6.16077 0.787453 0 3.82677 19.3092 16.9189 0.568156 0 0 0
14627.70 1611.56 13.927207 34.566496 -174842.966971 4.338179 17.021294 cpx Na0.04Ca0.65Fe''0.12Mg1.04Fe'''0.02Ti0.01Al0.26Si1.87O6 51.9806 0.449928 6.12364 0.78638 0 3.83384 19.3527 16.9235 0.549404 0 0 0
14334.70 1611.26 13.670406 33.930658 -171736.473644 4.259481 16.710621 cpx Na0.04Ca0.65Fe''0.12Mg1.04Fe'''0.02Ti0.01Al0.26Si1.87O6 51.9888 0.444831 6.08404 0.784946 0 3.84052 19.3978 16.9287 0.5303 0 0 0
14041.70 1610.95 13.388680 33.232706 -168313.525225 4.172999 16.369397 cpx Na0.04Ca0.65Fe''0.12Mg1.04Fe'''0.02Ti0.01Al0.26Si1.87O6 51.999 0.439291 6.04177 0.783123 0 3.8467 19.4445 16.9347 0.510893 0 0 0
13748.80 1610.65 13.077662 32.462035 -164518.257763 4.077374 15.992320 cpx Na0.03Ca0.65Fe''0.12Mg1.04Fe'''0.02Ti0.01Al0.25Si1.87O6 52.0115 0.433213 5.99626 0.78085 0 3.85239 19.4935 16.9412 0.491112 0 0 0
13455.90 1610.35 12.733994 31.610181 -160307.870142 3.971548 15.575244 cpx Na0.03Ca0.65Fe''0.12Mg1.05Fe'''0.02Ti0.01Al0.25Si1.87O6 52.0267 0.426561 5.94718 0.778088 0 3.85747 19.5447 16.9482 0.471007 0 0 0
13162.90 1610.05 12.353178 30.665974 -155624.908503 3.854110 15.112647 cpx Na0.03Ca0.65Fe''0.12Mg1.05Fe'''0.02Ti0.01Al0.25Si1.87O6 52.0451 0.419271 5.89398 0.77478 0 3.86185 19.5985 16.956 0.450586 0 0 0
12870.10 1609.74 11.931632 29.620406 -150423.258453 3.723926 14.600096 cpx Na0.03Ca0.65Fe''0.12Mg1.05Fe'''0.02Ti0.01Al0.25Si1.87O6 52.067 0.411313 5.83623 0.770881 0 3.86539 19.6547 16.9645 0.429939 0 0 0
12577.20 1609.44 11.461646 28.454553 -144604.383271 3.578585 14.028178 cpx Na0.03Ca0.65Fe''0.12Mg1.06Fe'''0.02Ti0.01Al0.24Si1.87O6 52.0933 0.40255 5.77284 0.766284 0 3.86805 19.7144 16.9735 0.408989 0 0 0
12284.30 1609.14 10.938080 27.155539 -138102.101029 3.416460 13.390540 cpx Na0.03Ca0.65Fe''0.12Mg1.06Fe'''0.02Ti0.01Al0.24Si1.87O6 52.1246 0.392938 5.70307 0.760921 0 3.86968 19.7778 16.9832 0.387827 0 0 0
11991.50 1608.84 10.354584 25.707595 -130834.520395 3.235547 12.679356 cpx Na0.03Ca0.65Fe''0.12Mg1.06Fe'''0.02Ti0.01Al0.24Si1.87O6 52.1618 0.382401 5.62585 0.7547 0 3.87016 19.8452 16.9934 0.366518 0 0 0
11698.70 1608.53 9.705595 24.096827 -122729.540669 3.034077 11.887739 cpx Na0.02Ca0.65Fe''0.12Mg1.07Fe'''0.02Ti0.01Al0.23Si1.87O6 52.2057 0.370897 5.54007 0.747533 0 3.86935 19.9171 17.0042 0.345167 0 0 0
11405.90 1608.23 8.981909 22.300566 -113668.297782 2.809146 11.004381 cpx Na0.02Ca0.65Fe''0.12Mg1.07Fe'''0.02Ti0.01Al0.23Si1.88O6 52.2578 0.35829 5.44387 0.739268 0 3.86721 19.9947 17.0152 0.323781 0 0 0
11113.10 1607.93 8.179172 20.307908 -103593.101604 2.559344 10.023830 cpx Na0.02Ca0.65Fe''0.12Mg1.07Fe'''0.02Ti0.01Al0.23Si1.88O6 52.3192 0.344564 5.33578 0.729805 0 3.86363 20.0784 17.0261 0.302519 0 0 0
10820.30 1607.63 7.293704 18.109728 -92454.387580 2.283468 8.941458 cpx Na0.02Ca0.66Fe''0.12Mg1.08Fe'''0.02Ti0.01Al0.22Si1.88O6 52.3913 0.329696 5.21404 0.719032 0 3.85861 20.169 17.0368 0.28152 0 0 0
10527.50 1607.32 6.327013 15.709717 -80268.113780 1.981925 7.758956 cpx Na0.02Ca0.66Fe''0.12Mg1.08Fe'''0.02Ti0.01Al0.21Si1.88O6 52.4751 0.31375 5.07726 0.706885 0 3.85217 20.2668 17.047 0.260987 0 0 0
10234.80 1607.02 5.279429 13.108822 -67035.052162 1.654752 6.476594 cpx Na0.02Ca0.66Fe''0.12Mg1.09Fe'''0.02Ti0.01Al0.21Si1.89O6 52.572 0.29673 4.92359 0.693253 0 3.8445 20.3731 17.0558 0.241028 0 0 0
9942.09 1606.72 4.161314 10.332706 -52883.621771 1.305116 5.106879 cpx Na0.02Ca0.66Fe''0.12Mg1.10Fe'''0.02Ti0.01Al0.20Si1.89O6 52.6822 0.278817 4.75256 0.678157 0 3.83577 20.4877 17.063 0.221858 0 0 0
9649.39 1606.42 2.986333 7.415297 -37984.667245 0.937223 3.666388 cpx Na0.01Ca0.66Fe''0.11Mg1.10Fe'''0.02Ti0.01Al0.19Si1.89O6 52.8056 0.260233 4.56446 0.661666 0 3.82625 20.6101 17.0681 0.203642 0 0 0
9356.70 1606.11 1.773620 4.404088 -22579.427909 0.557010 2.178433 cpx Na0.01Ca0.66Fe''0.11Mg1.11Fe'''0.02Ti0.01Al0.18Si1.90O6 52.9406 0.241295 4.36116 0.643959 0 3.81618 20.739 17.0712 0.186538 0 0 0
9064.04 1605.81 0.535558 1.329867 -6824.048126 0.168313 0.658084 cpx Na0.01Ca0.66Fe''0.11Mg1.12Fe'''0.02Ti0.01Al0.18Si1.90O6 53.086 0.222225 4.14452 0.62516 0 3.80578 20.8738 17.0719 0.170563 0 0 0

orthopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O
39887.50 1637.67 15.565485 39.546120 -186227.121549 4.819766 19.999120 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.07Si1.96O6 56.9407 0.350134 1.74307 0.216345 0 5.14958 33.3782 1.95192 0.270026 0 0 0
39593.00 1637.36 15.602245 39.642362 -186798.142806 4.831866 20.048778 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.07Si1.96O6 56.9256 0.350436 1.76196 0.218174 0 5.15403 33.3689 1.95223 0.268738 0 0 0
39298.60 1637.06 15.639871 39.740934 -187379.910324 4.844237 20.099563 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.07Si1.96O6 56.9102 0.350734 1.78118 0.220038 0 5.15849 33.3594 1.95253 0.267419 0 0 0
