Title: Primitive mantle composition from McDonough & Sun (1995),

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O Mg#
5845.85 1602.49 32.819828 92.286272 -402892.383885 12.175955 51.157836 1.842 54.0648 0.596248 13.0639 0.860989 0.16408 6.09548 13.6425 10.019 1.0969 0.0883612 0.0639857 0.243755 79.9
5553.39 1602.19 32.954845 92.683354 -404670.700957 12.235022 51.390141 1.829 53.9921 0.593792 13.0216 0.876254 0.168382 6.14455 13.7437 9.97277 1.0924 0.0879992 0.0637236 0.242756 79.9
5260.95 1601.88 33.092535 93.087780 -406480.599407 12.295159 51.626871 1.817 53.9186 0.591313 12.9784 0.89182 0.172792 6.19405 13.8461 9.92615 1.08786 0.0876331 0.0634584 0.241746 79.9
4968.52 1601.58 33.234577 93.504985 -408339.838538 12.356934 51.870947 1.805 53.8438 0.588783 12.9338 0.907744 0.177339 6.24446 13.951 9.87865 1.08321 0.0872585 0.0631872 0.240713 79.9
4676.12 1601.28 33.380288 93.932704 -410241.444220 12.420123 52.121191 1.792 53.7679 0.586216 12.8881 0.924003 0.182012 6.29551 14.0579 9.83051 1.07848 0.0868776 0.0629114 0.239662 79.9
4383.73 1600.98 33.529790 94.371290 -412186.925278 12.484774 52.377824 1.779 53.6909 0.58361 12.8411 0.940605 0.186817 6.34721 14.1667 9.78173 1.07367 0.0864902 0.0626309 0.238594 79.9
4091.36 1600.68 33.683193 94.821058 -414177.618473 12.550931 52.641044 1.766 53.6128 0.580967 12.793 0.957553 0.191755 6.39952 14.2774 9.73229 1.06878 0.0860963 0.0623456 0.237507 79.9
3799.00 1600.38 33.840619 95.282367 -416215.063075 12.618642 52.911078 1.753 53.5335 0.578284 12.7437 0.974852 0.196832 6.45245 14.3902 9.68219 1.06381 0.0856958 0.0620556 0.236402 79.8
3506.67 1600.07 34.001315 95.752733 -418291.460257 12.687661 53.186622 1.739 53.4536 0.575577 12.6934 0.992481 0.202035 6.50572 14.5044 9.63167 1.05878 0.0852908 0.0617623 0.235285 79.8
3214.35 1599.77 34.167133 96.238116 -420426.678528 12.758617 53.470913 1.725 53.3721 0.572816 12.6416 1.01049 0.2074 6.55981 14.6214 9.58024 1.05364 0.0848769 0.0614626 0.234143 79.8
2922.05 1599.47 34.337345 96.736113 -422613.261375 12.831275 53.762697 1.712 53.2895 0.570016 12.5886 1.02887 0.212914 6.61444 14.7405 9.52814 1.04842 0.0844561 0.0611579 0.232982 79.8
2629.76 1599.17 34.512091 97.247131 -424852.971367 12.905689 54.062233 1.697 53.2057 0.567176 12.5344 1.04761 0.218583 6.66961 14.8618 9.47537 1.04311 0.0840285 0.0608482 0.231803 79.8
2337.50 1598.87 34.691496 97.771528 -427147.368905 12.981909 54.369752 1.683 53.1207 0.564296 12.4789 1.06673 0.22441 6.72527 14.9853 9.42192 1.03772 0.083594 0.0605336 0.230604 79.8
2045.25 1598.56 34.874778 98.306741 -429488.418391 13.059684 54.683909 1.669 53.035 0.56139 12.4225 1.08619 0.230382 6.78116 15.1103 9.36803 1.03226 0.0831546 0.0602154 0.229392 79.8
1753.02 1598.26 35.063933 98.859159 -431897.712884 13.139693 55.008202 1.654 52.9477 0.558429 12.3645 1.10605 0.23654 6.83773 15.2384 9.31322 1.0267 0.0827061 0.0598906 0.228155 79.8
1460.80 1597.96 35.258198 99.426272 -434367.442173 13.221690 55.341320 1.639 52.8592 0.555427 12.3052 1.12629 0.24287 6.89472 15.3688 9.25772 1.02104 0.0822504 0.0595606 0.226898 79.8
1168.61 1597.66 35.457712 100.008484 -436899.400162 13.305733 55.683527 1.624 52.7695 0.552385 12.2447 1.14691 0.249378 6.95207 15.5016 9.20154 1.01529 0.0817876 0.0592255 0.225621 79.8

whitlockite thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula
39887.50 1637.67 0.012494 0.031549 -130.671140 0.003932 0.013434 Ca3(PO4)2
39593.00 1637.36 0.011828 0.029865 -123.819496 0.003722 0.012718 Ca3(PO4)2
39298.60 1637.06 0.011144 0.028137 -116.771968 0.003507 0.011983 Ca3(PO4)2
39004.20 1636.75 0.010449 0.026379 -109.585533 0.003288 0.011235 Ca3(PO4)2
38709.80 1636.45 0.009735 0.024575 -102.191801 0.003064 0.010467 Ca3(PO4)2
38415.40 1636.15 0.009005 0.022731 -94.618817 0.002834 0.009682 Ca3(PO4)2
38121.10 1635.84 0.008263 0.020856 -86.899876 0.002601 0.008884 Ca3(PO4)2
37826.80 1635.54 0.007501 0.018932 -78.960151 0.002361 0.008065 Ca3(PO4)2
37532.40 1635.23 0.006726 0.016973 -70.861575 0.002117 0.007231 Ca3(PO4)2
37238.10 1634.93 0.005930 0.014964 -62.536007 0.001866 0.006375 Ca3(PO4)2
36943.90 1634.62 0.005121 0.012921 -54.051128 0.001612 0.005505 Ca3(PO4)2
36649.60 1634.32 0.004290 0.010824 -45.323557 0.001350 0.004612 Ca3(PO4)2
36355.30 1634.01 0.003445 0.008691 -36.426479 0.001084 0.003703 Ca3(PO4)2
36061.10 1633.71 0.002578 0.006503 -27.284097 0.000811 0.002771 Ca3(PO4)2
35766.90 1633.41 0.001692 0.004269 -17.926342 0.000533 0.001819 Ca3(PO4)2
35472.70 1633.10 0.000791 0.001996 -8.389196 0.000249 0.000851 Ca3(PO4)2

garnet_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O
39887.50 1637.67 14.893089 36.810655 -178424.789957 4.108030 18.142273 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.409 0 23.9889 0 0 7.85703 19.6844 6.06067 0 0 0 0
39593.00 1637.36 14.852881 36.711652 -178067.633155 4.097618 18.094710 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4088 0 23.9888 0 0 7.85193 19.6802 6.07032 0 0 0 0
39298.60 1637.06 14.811659 36.610250 -177697.569148 4.086926 18.045914 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4086 0 23.9887 0 0 7.84674 19.6759 6.08008 0 0 0 0
39004.20 1636.75 14.769399 36.506159 -177314.442951 4.075942 17.995829 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4083 0 23.9886 0 0 7.8416 19.6716 6.08984 0 0 0 0
38709.80 1636.45 14.726040 36.399460 -176917.382478 4.064654 17.944408 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4081 0 23.9884 0 0 7.83637 19.6673 6.09972 0 0 0 0
38415.40 1636.15 14.681557 36.289976 -176506.119869 4.053052 17.891606 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4079 0 23.9883 0 0 7.83112 19.663 6.10966 0 0 0 0
38121.10 1635.84 14.635942 36.177574 -176080.554572 4.041132 17.837400 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4077 0 23.9882 0 0 7.82593 19.6586 6.1196 0 0 0 0
37826.80 1635.54 14.589112 36.062272 -175639.557405 4.028875 17.781714 (Ca0.15Fe''0.15Mg0.69)3Al2Si3O12 42.4074 0 23.9881 0 0 7.82064 19.6542 6.12967 0 0 0 0
37532.40 1635.23 14.541038 35.943777 -175182.927289 4.016269 17.724487 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4072 0 23.9879 0 0 7.8154 19.6497 6.13976 0 0 0 0
37238.10 1634.93 14.491677 35.822203 -174709.901613 4.003306 17.665691 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.407 0 23.9878 0 0 7.81007 19.6452 6.14997 0 0 0 0
36943.90 1634.62 14.441018 35.697302 -174220.449253 3.989977 17.605287 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4067 0 23.9876 0 0 7.80481 19.6406 6.16019 0 0 0 0
36649.60 1634.32 14.388943 35.569004 -173713.055977 3.976257 17.543157 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4065 0 23.9875 0 0 7.79944 19.636 6.17056 0 0 0 0
36355.30 1634.01 14.335456 35.437097 -173187.827760 3.962139 17.479278 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4062 0 23.9874 0 0 7.79412 19.6314 6.18095 0 0 0 0
36061.10 1633.71 14.280484 35.301620 -172643.672006 3.947609 17.413587 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4059 0 23.9872 0 0 7.78871 19.6267 6.19148 0 0 0 0
35766.90 1633.41 14.223973 35.162327 -172079.997912 3.932649 17.346005 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4057 0 23.9871 0 0 7.78328 19.6219 6.20211 0 0 0 0
35472.70 1633.10 14.165887 35.019024 -171496.407730 3.917247 17.276474 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4054 0 23.9869 0 0 7.77791 19.617 6.21277 0 0 0 0
35178.50 1632.80 14.106076 34.871556 -170890.890504 3.901365 17.204837 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4051 0 23.9867 0 0 7.77244 19.6122 6.22356 0 0 0 0
34884.30 1632.49 14.044301 34.719128 -170260.646427 3.884932 17.130786 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4048 0 23.9866 0 0 7.76709 19.6074 6.23417 0 0 0 0
34590.20 1632.19 13.980734 34.562366 -169607.537355 3.868001 17.054545 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4045 0 23.9864 0 0 7.76163 19.6025 6.24495 0 0 0 0
34296.10 1631.89 13.913181 34.395803 -168904.977284 3.849957 16.973480 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4043 0 23.9863 0 0 7.75639 19.5983 6.25464 0 0 0 0
34001.90 1631.58 13.842239 34.220793 -168160.235157 3.830965 16.888290 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4042 0 23.9862 0 0 7.75137 19.5946 6.26358 0 0 0 0
33707.80 1631.28 13.769077 34.040395 -167387.239636 3.811356 16.800389 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4041 0 23.9862 0 0 7.74626 19.5909 6.27258 0 0 0 0
33413.80 1630.97 13.693721 33.854457 -166586.362575 3.791130 16.709781 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4039 0 23.9861 0 0 7.74124 19.5872 6.28156 0 0 0 0
33119.70 1630.67 13.615899 33.662521 -165754.186663 3.770217 16.616160 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4038 0 23.986 0 0 7.73613 19.5835 6.29061 0 0 0 0
32825.60 1630.37 13.535590 33.464427 -164890.420133 3.748608 16.519487 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4037 0 23.9859 0 0 7.73101 19.5797 6.29969 0 0 0 0
32531.60 1630.06 13.452778 33.260034 -163994.843064 3.726297 16.419729 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4035 0 23.9858 0 0 7.72598 19.5759 6.30875 0 0 0 0
32237.60 1629.76 13.367183 33.048856 -163063.874267 3.703209 16.316568 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4034 0 23.9857 0 0 7.72087 19.5721 6.31789 0 0 0 0
31943.60 1629.45 13.278816 32.830715 -162097.708795 3.679344 16.209992 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4032 0 23.9857 0 0 7.71583 19.5683 6.327 0 0 0 0
31649.60 1629.15 13.187398 32.605121 -161092.724070 3.654628 16.099684 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4031 0 23.9856 0 0 7.71072 19.5645 6.3362 0 0 0 0
31355.60 1628.85 13.092852 32.371787 -160047.986350 3.629037 15.985538 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4029 0 23.9855 0 0 7.7056 19.5606 6.34542 0 0 0 0
31061.70 1628.54 12.995140 32.130513 -158962.957543 3.602556 15.867491 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4027 0 23.9854 0 0 7.70057 19.5567 6.35463 0 0 0 0
30767.80 1628.24 12.893901 31.880608 -157833.053001 3.575092 15.745129 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4026 0 23.9853 0 0 7.69547 19.5528 6.36392 0 0 0 0
30473.90 1627.93 12.789122 31.621843 -156658.156068 3.546634 15.618409 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4024 0 23.9852 0 0 7.69044 19.5488 6.3732 0 0 0 0
30180.00 1627.63 12.680437 31.353508 -155433.556132 3.517086 15.486908 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4022 0 23.9851 0 0 7.68534 19.5448 6.38257 0 0 0 0
29886.10 1627.33 12.567722 31.075200 -154157.706527 3.486411 15.350461 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.402 0 23.985 0 0 7.68025 19.5408 6.39198 0 0 0 0
29592.20 1627.02 12.450854 30.786513 -152829.027804 3.454570 15.208903 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4018 0 23.9849 0 0 7.67525 19.5367 6.40138 0 0 0 0
29298.40 1626.72 12.329437 30.486664 -151442.420069 3.421459 15.061775 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4016 0 23.9848 0 0 7.67018 19.5326 6.41087 0 0 0 0
29004.50 1626.41 12.203328 30.175109 -149996.188373 3.387032 14.908877 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4014 0 23.9846 0 0 7.66519 19.5284 6.42036 0 0 0 0
28710.70 1626.11 12.072122 29.851029 -148485.028810 3.351180 14.749733 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4012 0 23.9845 0 0 7.66014 19.5242 6.42995 0 0 0 0
28416.90 1625.81 11.935569 29.513718 -146905.857258 3.313832 14.584029 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.401 0 23.9844 0 0 7.6551 19.52 6.43958 0 0 0 0
28123.10 1625.50 11.793458 29.162559 -145255.968617 3.274926 14.411491 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4007 0 23.9843 0 0 7.65016 19.5156 6.44922 0 0 0 0
27829.40 1625.20 11.645240 28.796374 -143528.309766 3.234312 14.231469 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4005 0 23.9841 0 0 7.64516 19.5113 6.45896 0 0 0 0
27535.60 1624.90 11.490531 28.414125 -141718.110627 3.191882 14.043482 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.4002 0 23.984 0 0 7.64018 19.5069 6.46877 0 0 0 0
27241.90 1624.59 11.329142 28.015255 -139822.869773 3.147579 13.847284 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.3999 0 23.9838 0 0 7.6353 19.5024 6.47858 0 0 0 0
26948.20 1624.29 11.160276 27.597970 -137832.494445 3.101185 13.641923 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.3997 0 23.9837 0 0 7.63037 19.4978 6.48851 0 0 0 0
26654.50 1623.99 10.983543 27.161215 -135742.027540 3.052590 13.426909 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.3994 0 23.9835 0 0 7.62547 19.4932 6.49851 0 0 0 0
26360.80 1623.68 10.798526 26.703874 -133546.151457 3.001672 13.201717 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.399 0 23.9833 0 0 7.62068 19.4884 6.50853 0 0 0 0
26067.20 1623.38 10.604352 26.223957 -131233.730004 2.948194 12.965300 (Ca0.16Fe''0.15Mg0.69)3Al2Si3O12 42.3987 0 23.9831 0 0 7.61585 19.4836 6.51868 0 0 0 0
25773.50 1623.08 10.400333 25.719677 -128796.115011 2.891960 12.716804 (Ca0.16Fe''0.15Mg0.68)3Al2Si3O12 42.3984 0 23.9829 0 0 7.61106 19.4787 6.5289 0 0 0 0
25479.90 1622.77 10.186011 25.189820 -126227.361841 2.832839 12.455654 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.398 0 23.9827 0 0 7.60641 19.4737 6.53917 0 0 0 0
25186.30 1622.47 9.960092 24.631349 -123511.112478 2.770473 12.180288 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3976 0 23.9825 0 0 7.60172 19.4686 6.54957 0 0 0 0
24892.70 1622.17 9.721774 24.042193 -120637.143640 2.704637 11.889708 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3972 0 23.9823 0 0 7.5971 19.4634 6.56008 0 0 0 0
24599.10 1621.86 9.470167 23.420080 -117594.146925 2.635079 11.582815 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3967 0 23.982 0 0 7.59263 19.458 6.57064 0 0 0 0
24305.60 1621.56 9.203720 22.761320 -114362.382536 2.561368 11.257726 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3963 0 23.9817 0 0 7.58816 19.4525 6.58135 0 0 0 0
24012.00 1621.25 8.921267 22.062891 -110927.147139 2.483175 10.912994 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3958 0 23.9815 0 0 7.58385 19.4468 6.59214 0 0 0 0
23718.50 1620.95 8.620949 21.320327 -107264.736251 2.399984 10.546357 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3952 0 23.9811 0 0 7.57958 19.441 6.6031 0 0 0 0
23425.00 1620.65 8.301045 20.529303 -103353.349805 2.311310 10.155696 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3946 0 23.9808 0 0 7.57542 19.4349 6.61419 0 0 0 0
23131.50 1620.34 7.959699 19.685168 -99169.420787 2.216633 9.738729 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.394 0 23.9805 0 0 7.57148 19.4287 6.62538 0 0 0 0
22838.00 1620.04 7.593901 18.780602 -94674.799018 2.115114 9.291782 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3933 0 23.9801 0 0 7.56761 19.4222 6.63678 0 0 0 0
22544.60 1619.74 7.201154 17.809363 -89837.742129 2.006052 8.811785 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3926 0 23.9797 0 0 7.56394 19.4155 6.64834 0 0 0 0
22251.10 1619.44 6.777765 16.762323 -84611.542182 1.888417 8.294218 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3918 0 23.9792 0 0 7.56048 19.4084 6.6601 0 0 0 0
21957.70 1619.13 6.320330 15.631008 -78952.881814 1.761251 7.734896 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3909 0 23.9787 0 0 7.55736 19.401 6.672 0 0 0 0
21664.30 1618.83 5.823150 14.401430 -72789.675992 1.622967 7.126855 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.39 0 23.9782 0 0 7.55446 19.3932 6.68417 0 0 0 0
21370.90 1618.53 5.280672 13.059805 -66051.542408 1.472009 6.463284 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3889 0 23.9776 0 0 7.55192 19.385 6.69659 0 0 0 0
21077.50 1618.22 4.686154 11.589424 -58653.036545 1.306490 5.735920 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3877 0 23.9769 0 0 7.5499 19.3763 6.70923 0 0 0 0
20784.20 1617.92 4.030081 9.966839 -50473.722842 1.123754 4.933118 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3864 0 23.9761 0 0 7.54833 19.3669 6.72221 0 0 0 0
20490.80 1617.62 3.301298 8.164430 -41372.450618 0.920680 4.041213 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3849 0 23.9753 0 0 7.5474 19.3569 6.73554 0 0 0 0
20197.50 1617.31 2.486835 6.150114 -31184.965848 0.693643 3.044324 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3832 0 23.9743 0 0 7.54734 19.3459 6.74921 0 0 0 0
19904.20 1617.01 1.567228 3.875817 -19665.175822 0.437205 1.918626 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.3812 0 23.9732 0 0 7.5482 19.334 6.76335 0 0 0 0
19610.90 1616.71 0.519388 1.284447 -6521.081924 0.144912 0.635859 (Ca0.17Fe''0.15Mg0.68)3Al2Si3O12 42.379 0 23.972 0 0 7.5503 19.3208 6.77801 0 0 0 0

spinel_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O
39887.50 1637.67 0.705853 1.542500 -4994.000565 0.159226 0.723037 Fe''0.40Mg0.63Fe'''0.11Al0.49Cr1.32Ti0.04O4 0 1.51995 13.0903 4.70205 52.3034 15.0788 13.3055 0 0 0 0 0
39593.00 1637.36 0.708861 1.550457 -5036.571597 0.160085 0.727088 Fe''0.40Mg0.64Fe'''0.11Al0.50Cr1.31Ti0.04O4 0 1.51776 13.2988 4.71432 52.0902 15.0055 13.3734 0 0 0 0 0
39298.60 1637.06 0.711965 1.558670 -5080.401359 0.160970 0.731268 Fe''0.40Mg0.64Fe'''0.11Al0.51Cr1.31Ti0.04O4 0 1.51532 13.5127 4.72638 51.8721 14.9312 13.4423 0 0 0 0 0
39004.20 1636.75 0.715163 1.567120 -5125.472619 0.161882 0.735571 Fe''0.40Mg0.64Fe'''0.11Al0.51Cr1.30Ti0.04O4 0 1.5126 13.7316 4.73822 51.6494 14.8558 13.5123 0 0 0 0 0
38709.80 1636.45 0.718468 1.575853 -5171.938899 0.162824 0.740016 Fe''0.39Mg0.64Fe'''0.11Al0.52Cr1.29Ti0.04O4 0 1.50962 13.9564 4.74982 51.4212 14.7793 13.5835 0 0 0 0 0
38415.40 1636.15 0.721881 1.584865 -5219.820132 0.163796 0.744602 Fe''0.39Mg0.65Fe'''0.11Al0.53Cr1.28Ti0.04O4 0 1.50635 14.187 4.76117 51.1878 14.7017 13.6559 0 0 0 0 0
38121.10 1635.84 0.725402 1.594150 -5269.118115 0.164798 0.749330 Fe''0.39Mg0.65Fe'''0.11Al0.54Cr1.28Ti0.04O4 0 1.50278 14.4232 4.77224 50.9494 14.6232 13.7293 0 0 0 0 0
37826.80 1635.54 0.729046 1.603759 -5320.022283 0.165835 0.754221 Fe''0.38Mg0.65Fe'''0.11Al0.55Cr1.27Ti0.04O4 0 1.49892 14.6658 4.78303 50.705 14.5434 13.8039 0 0 0 0 0
37532.40 1635.23 0.732812 1.613677 -5372.528195 0.166905 0.759271 Fe''0.38Mg0.65Fe'''0.11Al0.56Cr1.26Ti0.04O4 0 1.49473 14.9146 4.7935 50.4549 14.4625 13.8797 0 0 0 0 0
37238.10 1634.93 0.736712 1.623949 -5426.787138 0.168014 0.764499 Fe''0.38Mg0.66Fe'''0.11Al0.56Cr1.25Ti0.04O4 0 1.49024 15.1702 4.80365 50.1986 14.3805 13.9569 0 0 0 0 0
36943.90 1634.62 0.740745 1.634555 -5482.779380 0.169159 0.769899 Fe''0.38Mg0.66Fe'''0.11Al0.57Cr1.24Ti0.04O4 0 1.48541 15.4322 4.81345 49.9364 14.2974 14.0351 0 0 0 0 0
36649.60 1634.32 0.744930 1.645560 -5540.749264 0.170347 0.775500 Fe''0.37Mg0.66Fe'''0.11Al0.58Cr1.23Ti0.03O4 0 1.48026 15.7017 4.82288 49.6673 14.2131 14.1148 0 0 0 0 0
36355.30 1634.01 0.749264 1.656942 -5600.666099 0.171576 0.781296 Fe''0.37Mg0.66Fe'''0.11Al0.59Cr1.23Ti0.03O4 0 1.47475 15.9782 4.83192 49.3917 14.1276 14.1957 0 0 0 0 0
36061.10 1633.71 0.753764 1.668755 -5662.732411 0.172852 0.787308 Fe''0.37Mg0.67Fe'''0.11Al0.60Cr1.22Ti0.03O4 0 1.4689 16.2626 4.84054 49.109 14.041 14.278 0 0 0 0 0
35766.90 1633.41 0.758435 1.681009 -5727.027538 0.174175 0.793545 Fe''0.36Mg0.67Fe'''0.11Al0.61Cr1.21Ti0.03O4 0 1.46269 16.5548 4.84872 48.819 13.9531 14.3617 0 0 0 0 0
35472.70 1633.10 0.763281 1.693708 -5793.611476 0.175547 0.800011 Fe''0.36Mg0.67Fe'''0.11Al0.62Cr1.20Ti0.03O4 0 1.4561 16.8548 4.85644 48.5218 13.8641 14.4467 0 0 0 0 0
35178.50 1632.80 0.768327 1.706924 -5862.770495 0.176975 0.806737 Fe''0.36Mg0.68Fe'''0.11Al0.63Cr1.19Ti0.03O4 0 1.44912 17.1636 4.86367 48.2165 13.7738 14.5332 0 0 0 0 0
34884.30 1632.49 0.773590 1.720685 -5934.661368 0.178462 0.813742 Fe''0.36Mg0.68Fe'''0.11Al0.64Cr1.18Ti0.03O4 0 1.44171 17.4811 4.87039 47.9032 13.6824 14.6212 0 0 0 0 0
34590.20 1632.19 0.779072 1.735014 -6009.387595 0.180010 0.821033 Fe''0.35Mg0.68Fe'''0.11Al0.65Cr1.17Ti0.03O4 0 1.43391 17.8079 4.87656 47.5812 13.5897 14.7107 0 0 0 0 0
34296.10 1631.89 0.784720 1.749800 -6086.712746 0.181608 0.828563 Fe''0.35Mg0.68Fe'''0.11Al0.66Cr1.16Ti0.03O4 0 1.42583 18.1457 4.88218 47.2486 13.4957 14.802 0 0 0 0 0
34001.90 1631.58 0.790567 1.765111 -6166.913207 0.183264 0.836366 Fe''0.35Mg0.69Fe'''0.11Al0.67Cr1.15Ti0.03O4 0 1.41741 18.4942 4.8872 46.9057 13.4004 14.8951 0 0 0 0 0
33707.80 1631.28 0.796675 1.781095 -6250.498489 0.184993 0.844509 Fe''0.34Mg0.69Fe'''0.11Al0.69Cr1.14Ti0.03O4 0 1.40858 18.8533 4.89156 46.5529 13.3038 14.9898 0 0 0 0 0
33413.80 1630.97 0.803047 1.797751 -6337.530747 0.186795 0.852997 Fe''0.34Mg0.69Fe'''0.11Al0.70Cr1.12Ti0.03O4 0 1.39933 19.2226 4.89523 46.1906 13.2061 15.0862 0 0 0 0 0
33119.70 1630.67 0.809719 1.815180 -6428.448486 0.188681 0.861877 Fe''0.34Mg0.70Fe'''0.11Al0.71Cr1.11Ti0.03O4 0 1.38965 19.6036 4.89817 45.8173 13.107 15.1843 0 0 0 0 0
32825.60 1630.37 0.816701 1.833401 -6523.394039 0.190653 0.871160 Fe''0.33Mg0.70Fe'''0.11Al0.72Cr1.10Ti0.03O4 0 1.37952 19.9961 4.90035 45.4332 13.0066 15.2843 0 0 0 0 0
32531.60 1630.06 0.824003 1.852437 -6622.512284 0.192713 0.880860 Fe''0.33Mg0.70Fe'''0.11Al0.74Cr1.09Ti0.03O4 0 1.36894 20.3999 4.90174 45.0384 12.9051 15.3858 0 0 0 0 0
32237.60 1629.76 0.831666 1.872397 -6726.290406 0.194874 0.891030 Fe''0.33Mg0.70Fe'''0.11Al0.75Cr1.08Ti0.03O4 0 1.3579 20.8165 4.90228 44.6317 12.8023 15.4893 0 0 0 0 0
31943.60 1629.45 0.839698 1.893293 -6834.864575 0.197137 0.901678 Fe''0.32Mg0.71Fe'''0.11Al0.76Cr1.06Ti0.03O4 0 1.34638 21.2455 4.90194 44.2133 12.6983 15.5946 0 0 0 0 0
31649.60 1629.15 0.848141 1.915243 -6948.752665 0.199515 0.912862 Fe''0.32Mg0.71Fe'''0.11Al0.78Cr1.05Ti0.03O4 0 1.33439 21.6881 4.90067 43.7821 12.593 15.7018 0 0 0 0 0
31355.60 1628.85 0.857016 1.938293 -7068.231127 0.202012 0.924605 Fe''0.32Mg0.71Fe'''0.11Al0.79Cr1.04Ti0.03O4 0 1.3219 22.1443 4.89843 43.3379 12.4865 15.811 0 0 0 0 0
