Title: Primitive mantle composition from McDonough & Sun (1995),

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O 
5845.85 1602.49 32.819828 54.0648 0.596248 13.0639 0.860989 0.16408 6.09548 13.6425 10.019 1.0969 0.0883612 0.0639857 0.243755
5553.39 1602.19 32.954845 53.9921 0.593792 13.0216 0.876254 0.168382 6.14455 13.7437 9.97277 1.0924 0.0879992 0.0637236 0.242756
5260.95 1601.88 33.092535 53.9186 0.591313 12.9784 0.89182 0.172792 6.19405 13.8461 9.92615 1.08786 0.0876331 0.0634584 0.241746
4968.52 1601.58 33.234577 53.8438 0.588783 12.9338 0.907744 0.177339 6.24446 13.951 9.87865 1.08321 0.0872585 0.0631872 0.240713
4676.12 1601.28 33.380288 53.7679 0.586216 12.8881 0.924003 0.182012 6.29551 14.0579 9.83051 1.07848 0.0868776 0.0629114 0.239662
4383.73 1600.98 33.529790 53.6909 0.58361 12.8411 0.940605 0.186817 6.34721 14.1667 9.78173 1.07367 0.0864902 0.0626309 0.238594
4091.36 1600.68 33.683193 53.6128 0.580967 12.793 0.957553 0.191755 6.39952 14.2774 9.73229 1.06878 0.0860963 0.0623456 0.237507
3799.00 1600.38 33.840619 53.5335 0.578284 12.7437 0.974852 0.196832 6.45245 14.3902 9.68219 1.06381 0.0856958 0.0620556 0.236402
3506.67 1600.07 34.001315 53.4536 0.575577 12.6934 0.992481 0.202035 6.50572 14.5044 9.63167 1.05878 0.0852908 0.0617623 0.235285
3214.35 1599.77 34.167133 53.3721 0.572816 12.6416 1.01049 0.2074 6.55981 14.6214 9.58024 1.05364 0.0848769 0.0614626 0.234143
2922.05 1599.47 34.337345 53.2895 0.570016 12.5886 1.02887 0.212914 6.61444 14.7405 9.52814 1.04842 0.0844561 0.0611579 0.232982
2629.76 1599.17 34.512091 53.2057 0.567176 12.5344 1.04761 0.218583 6.66961 14.8618 9.47537 1.04311 0.0840285 0.0608482 0.231803
2337.50 1598.87 34.691496 53.1207 0.564296 12.4789 1.06673 0.22441 6.72527 14.9853 9.42192 1.03772 0.083594 0.0605336 0.230604
2045.25 1598.56 34.874778 53.035 0.56139 12.4225 1.08619 0.230382 6.78116 15.1103 9.36803 1.03226 0.0831546 0.0602154 0.229392
1753.02 1598.26 35.063933 52.9477 0.558429 12.3645 1.10605 0.23654 6.83773 15.2384 9.31322 1.0267 0.0827061 0.0598906 0.228155
1460.80 1597.96 35.258198 52.8592 0.555427 12.3052 1.12629 0.24287 6.89472 15.3688 9.25772 1.02104 0.0822504 0.0595606 0.226898
1168.61 1597.66 35.457712 52.7695 0.552385 12.2447 1.14691 0.249378 6.95207 15.5016 9.20154 1.01529 0.0817876 0.0592255 0.225621
