Title: Sanloup as cited by Taylor et al. (2014)

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 
20490.80 1926.79 100.108928 31.698045 15.289333 0.000000 0.000000 16.408712 0.000000 0.000000 
20197.50 1926.27 100.109430 31.723775 15.417305 0.000000 0.000000 16.306470 0.000000 0.000000 
19904.20 1925.75 100.109944 31.750177 15.549053 0.000000 0.000000 16.201124 0.000000 0.000000 
19610.90 1925.23 100.110472 31.777273 15.684725 0.000000 0.000000 16.092549 0.000000 0.000000 
19317.60 1924.71 100.111014 31.805089 15.824476 0.000000 0.000000 15.980613 0.000000 0.000000 
19024.40 1924.19 100.111569 31.833637 15.968412 0.000000 0.000000 15.865225 0.000000 0.000000 
18731.20 1923.67 100.112139 31.862955 16.116761 0.000000 0.000000 15.746194 0.000000 0.000000 
18437.90 1923.15 100.112724 31.893083 16.269766 0.000000 0.000000 15.623317 0.000000 0.000000 
18144.70 1922.62 100.113326 31.923961 16.427025 0.000000 0.000000 15.496936 0.000000 0.000000 
17851.60 1922.10 100.113943 31.955751 16.589669 0.000000 0.000000 15.366083 0.000000 0.000000 
17558.40 1921.58 100.114577 31.988447 16.757578 0.000000 0.000000 15.230869 0.000000 0.000000 
17265.20 1912.15 100.115562 31.959179 16.491125 0.000000 0.000000 15.468054 0.000000 0.000000 
16972.10 1891.93 100.117113 31.861470 15.762502 0.000000 0.000000 16.098968 0.000000 0.000000 
16679.00 1871.42 100.118892 31.771138 15.106271 0.000000 0.000000 16.664867 0.000000 0.000000 
16385.90 1850.63 100.118964 31.677297 14.203060 0.437019 0.000000 17.037217 0.000000 0.000000 
16092.80 1829.55 100.118337 31.583906 13.245835 1.004813 0.000000 17.333257 0.000000 0.000000 
15799.70 1808.18 100.117623 31.493425 12.333990 1.550711 0.000000 17.608723 0.000000 0.000000 
15506.70 1786.53 100.116783 31.405175 11.458712 2.079542 0.000000 17.866922 0.000000 0.000000 
15213.70 1764.60 100.115778 31.318555 10.612393 2.595530 0.000000 18.110631 0.000000 0.000000 
14920.70 1742.39 100.114562 31.233067 9.788993 3.102075 0.000000 18.342000 0.000000 0.000000 
14627.70 1719.91 100.113094 31.148401 8.984661 3.601463 0.000000 18.562277 0.000000 0.000000 
14334.70 1697.15 100.111333 31.064326 8.196891 4.095480 0.000000 18.771955 0.000000 0.000000 
14041.70 1674.11 100.109246 30.980909 7.426453 4.584536 0.000000 18.969920 0.000000 0.000000 
13748.80 1650.80 100.106813 30.898591 6.678082 5.067538 0.000000 19.152971 0.000000 0.000000 
13455.90 1627.22 100.104027 30.818194 5.960439 5.542177 0.000000 19.315578 0.000000 0.000000 
13162.90 1603.38 100.100901 30.740979 5.286612 6.004332 0.000000 19.450034 0.000000 0.000000 
12870.10 1579.28 100.097457 30.668350 4.671858 6.447917 0.000000 19.548575 0.000000 0.000000 
12577.20 1554.91 100.095591 30.582360 3.813250 7.024341 0.000000 16.998952 2.745816 0.000000 
12284.30 1530.28 100.092867 30.517226 3.286462 7.437869 0.000000 15.900476 3.892419 0.000000 
11991.50 1505.40 100.089881 30.460225 2.911574 7.754631 0.000000 15.306638 4.487382 0.000000 
11698.70 1480.27 100.086762 30.407347 2.634381 7.996414 0.000000 15.070787 4.705764 0.000000 
11405.90 1454.90 100.083621 30.355979 2.418879 8.183483 0.000000 15.119705 4.633912 0.000000 
11113.10 1429.28 100.080562 30.303520 2.243954 8.330121 0.000000 15.554477 4.174968 0.000000 
10820.30 1403.42 100.078369 30.243323 2.118030 8.430741 0.000000 17.566606 2.127946 0.000000 
10527.50 1377.32 100.076045 30.192668 1.961931 8.540171 0.000000 17.435400 2.255165 0.000000 
10234.80 1350.99 100.073931 30.140798 1.812238 8.634830 0.000000 17.287077 2.406652 0.000000 
9942.09 1324.44 100.059668 30.238936 0.855492 9.866674 0.000000 15.552641 2.323509 1.640620 
