Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
0.6002 	 39963.2 	 88.8135 	 0 	 1510.09 	 4352.58
0.6002 	 39595.5 	 88.0126 	 0 	 1509.79 	 4351.33
0.6002 	 39227.8 	 87.2114 	 0 	 1509.5 	 4350.07
0.6002 	 38860.2 	 86.4101 	 0 	 1509.2 	 4348.8
0.6002 	 38492.6 	 85.6086 	 0 	 1508.91 	 4347.53
0.6002 	 38124.9 	 84.8069 	 0 	 1508.61 	 4346.26
0.6002 	 37757.3 	 84.005 	 0 	 1508.32 	 4344.98
0.6002 	 37389.8 	 83.203 	 0 	 1508.02 	 4343.69
0.6002 	 37022.2 	 82.4007 	 0 	 1507.73 	 4342.4
0.6002 	 36654.6 	 81.5982 	 0 	 1507.43 	 4341.1
0.6002 	 36287.1 	 80.7956 	 0 	 1507.14 	 4339.79
0.6002 	 35919.6 	 79.9928 	 0 	 1506.84 	 4338.48
0.6002 	 35552.1 	 79.1897 	 0 	 1506.54 	 4337.17
0.6002 	 35184.6 	 78.3865 	 0 	 1506.25 	 4335.84
0.6002 	 34817.2 	 77.5831 	 0 	 1505.95 	 4334.52
0.6002 	 34449.7 	 76.7795 	 0 	 1505.66 	 4333.18
0.6002 	 34082.3 	 75.9757 	 0 	 1505.36 	 4331.84
0.6002 	 33714.9 	 75.1717 	 0 	 1505.07 	 4330.49
0.6002 	 33347.6 	 74.3675 	 0 	 1504.77 	 4329.14
0.6002 	 32980.2 	 73.563 	 0 	 1504.48 	 4327.77
0.6002 	 32612.8 	 72.7584 	 0 	 1504.18 	 4326.41
0.6002 	 32245.5 	 71.9536 	 0 	 1503.88 	 4325.03
0.6002 	 31878.2 	 71.1486 	 0 	 1503.59 	 4323.65
0.6002 	 31510.9 	 70.3433 	 0 	 1503.29 	 4322.26
0.6002 	 31143.7 	 69.5379 	 0 	 1503 	 4320.86
0.6002 	 30776.4 	 68.7322 	 0 	 1502.7 	 4319.46
0.6002 	 30409.2 	 67.9263 	 0 	 1502.4 	 4318.04
0.6002 	 30042 	 67.1203 	 0 	 1502.11 	 4316.62
0.6002 	 29674.8 	 66.314 	 0 	 1501.81 	 4315.2
0.6002 	 29307.6 	 65.5074 	 0 	 1501.52 	 4313.76
0.6002 	 28940.4 	 64.7007 	 0 	 1501.22 	 4312.32
0.6002 	 28573.3 	 63.8937 	 0 	 1500.93 	 4310.87
0.6002 	 28206.2 	 63.0866 	 0 	 1500.63 	 4309.4
0.6002 	 27839.1 	 62.2791 	 0 	 1500.33 	 4307.94
0.6002 	 27472 	 61.4715 	 0 	 1500.04 	 4306.46
0.6002 	 27105 	 60.6637 	 0 	 1499.74 	 4304.97
0.6002 	 26737.9 	 59.8556 	 0 	 1499.44 	 4303.47
0.6002 	 26370.9 	 59.0472 	 0 	 1499.15 	 4301.97
0.6002 	 26003.9 	 58.2387 	 0 	 1498.85 	 4300.45
0.6002 	 25636.9 	 57.4299 	 0 	 1498.56 	 4298.93
0.6002 	 25270 	 56.6209 	 0 	 1498.26 	 4297.39
0.6002 	 24903 	 55.8116 	 0 	 1497.96 	 4295.85
0.6002 	 24536.1 	 55.0021 	 0 	 1497.67 	 4294.29
0.6002 	 24169.2 	 54.1924 	 0 	 1497.37 	 4292.73
0.6002 	 23802.3 	 53.3824 	 0 	 1497.07 	 4291.15
0.6002 	 23435.4 	 52.5721 	 0 	 1496.78 	 4289.57
0.6002 	 23068.6 	 51.7616 	 0 	 1496.48 	 4287.97
0.6002 	 22701.8 	 50.9509 	 0 	 1496.18 	 4286.36
0.6002 	 22335 	 50.1399 	 0 	 1495.89 	 4284.73
0.6002 	 21968.2 	 49.3286 	 0 	 1495.59 	 4283.1
0.6002 	 21601.4 	 48.5171 	 0 	 1495.29 	 4281.45
0.6002 	 21234.7 	 47.7053 	 0 	 1495 	 4279.8
0.6002 	 20868 	 46.8933 	 0 	 1494.7 	 4278.12
0.6002 	 20501.3 	 46.081 	 0 	 1494.4 	 4276.44
0.6002 	 20134.6 	 45.2684 	 0 	 1494.11 	 4274.74
0.6002 	 19767.9 	 44.4555 	 0 	 1493.81 	 4273.03
0.6002 	 19401.3 	 43.6424 	 0 	 1493.51 	 4271.3
0.6002 	 19034.6 	 42.829 	 0 	 1493.22 	 4269.56
0.6002 	 18668 	 42.0153 	 0 	 1492.92 	 4267.8
0.6002 	 18301.5 	 41.2013 	 0 	 1492.62 	 4266.02
0.6002 	 17934.9 	 40.3871 	 0 	 1492.32 	 4264.24
0.6002 	 17568.4 	 39.5725 	 0 	 1492.03 	 4262.43
0.6002 	 17201.8 	 38.7577 	 0 	 1491.73 	 4260.61
0.6002 	 16835.3 	 37.9425 	 0 	 1491.43 	 4258.77
0.6002 	 16468.9 	 37.1271 	 0 	 1491.14 	 4256.91
0.6002 	 16102.4 	 36.3113 	 0 	 1490.84 	 4255.03
0.6002 	 15736 	 35.4952 	 0 	 1490.54 	 4253.13
0.6002 	 15369.5 	 34.6789 	 0 	 1490.24 	 4251.21
0.6002 	 15003.2 	 33.8622 	 0 	 1489.95 	 4249.28
0.6002 	 14636.8 	 33.0451 	 0 	 1489.65 	 4247.32
0.6002 	 14270.4 	 32.2278 	 0 	 1485.18 	 4245.34
0.6002 	 13904.1 	 31.4101 	 0 	 1454.05 	 4243.33
0.6002 	 13537.8 	 30.5921 	 0 	 1422.92 	 4241.3
0.6002 	 13171.5 	 29.7737 	 0 	 1391.76 	 4239.25
0.6002 	 12805.2 	 28.955 	 0 	 1360.6 	 4237.17
0.6002 	 12439 	 28.1359 	 0 	 1329.42 	 4235.06
0.6002 	 12072.8 	 27.3165 	 0 	 1298.23 	 4232.93
0.6002 	 11706.6 	 26.4967 	 0 	 1267.02 	 4230.77
0.6002 	 11340.4 	 25.6766 	 0 	 1235.8 	 4228.57
0.6002 	 10974.2 	 24.8561 	 0 	 1204.57 	 4226.34
0.6002 	 10608.1 	 24.0351 	 0 	 1173.32 	 4224.08
0.6002 	 10242 	 23.2138 	 0 	 1142.06 	 4221.79
0.6002 	 9875.86 	 22.3921 	 0 	 1110.78 	 4219.46
0.6002 	 9509.79 	 21.57 	 0 	 1079.48 	 4217.08
0.6002 	 9143.74 	 20.7475 	 0 	 1048.17 	 4214.67
0.6002 	 8777.71 	 19.9245 	 0 	 1016.85 	 4212.21
0.6002 	 8411.7 	 19.1012 	 0 	 985.503 	 4209.71
0.6002 	 8045.72 	 18.2773 	 0 	 954.143 	 4207.16
0.6002 	 7679.76 	 17.4531 	 0 	 922.766 	 4204.55
0.6002 	 7313.82 	 16.6283 	 0 	 891.371 	 4201.89
0.6002 	 6947.91 	 15.8031 	 0 	 859.958 	 4199.17
0.6002 	 6582.01 	 14.9774 	 0 	 828.526 	 4196.38
0.6002 	 6216.14 	 14.1511 	 0 	 797.075 	 4193.53
0.6002 	 5850.3 	 13.3244 	 0 	 765.605 	 4190.59
0.6002 	 5484.48 	 12.4971 	 0 	 734.113 	 4187.58
0.6002 	 5118.68 	 11.6693 	 0 	 702.601 	 4184.48
0.6002 	 4752.9 	 10.8409 	 0 	 671.066 	 4181.27
0.6002 	 4387.15 	 10.0118 	 0 	 639.509 	 4177.95
0.6002 	 4021.42 	 9.1822 	 0 	 607.928 	 4174.51
0.6002 	 3655.71 	 8.35191 	 0 	 576.322 	 4170.94
0.6002 	 3290.03 	 7.52092 	 0 	 544.69 	 4167.2
0.6002 	 2924.37 	 6.68922 	 0 	 513.03 	 4163.27
0.6002 	 2558.74 	 5.85674 	 0 	 481.341 	 4159.13
0.6002 	 2193.13 	 5.02344 	 0 	 449.621 	 4154.72
0.6002 	 1827.54 	 4.18925 	 0 	 417.867 	 4149.99
0.6002 	 1461.98 	 3.35408 	 0 	 386.075 	 4144.85
0.6002 	 1096.45 	 2.51782 	 0 	 354.243 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
0.6004 	 39963.2 	 88.8135 	 0 	 1509.99 	 4352.58
0.6004 	 39595.5 	 88.0126 	 0 	 1509.7 	 4351.33
0.6004 	 39227.8 	 87.2114 	 0 	 1509.4 	 4350.07
0.6004 	 38860.2 	 86.4101 	 0 	 1509.11 	 4348.8
0.6004 	 38492.6 	 85.6086 	 0 	 1508.81 	 4347.53
0.6004 	 38124.9 	 84.8069 	 0 	 1508.52 	 4346.26
0.6004 	 37757.3 	 84.005 	 0 	 1508.22 	 4344.98
0.6004 	 37389.8 	 83.203 	 0 	 1507.93 	 4343.69
0.6004 	 37022.2 	 82.4007 	 0 	 1507.63 	 4342.4
0.6004 	 36654.6 	 81.5982 	 0 	 1507.34 	 4341.1
0.6004 	 36287.1 	 80.7956 	 0 	 1507.04 	 4339.79
0.6004 	 35919.6 	 79.9928 	 0 	 1506.74 	 4338.48
0.6004 	 35552.1 	 79.1897 	 0 	 1506.45 	 4337.17
0.6004 	 35184.6 	 78.3865 	 0 	 1506.15 	 4335.84
0.6004 	 34817.2 	 77.5831 	 0 	 1505.86 	 4334.52
0.6004 	 34449.7 	 76.7795 	 0 	 1505.56 	 4333.18
0.6004 	 34082.3 	 75.9757 	 0 	 1505.27 	 4331.84
0.6004 	 33714.9 	 75.1717 	 0 	 1504.97 	 4330.49
0.6004 	 33347.6 	 74.3675 	 0 	 1504.68 	 4329.14
0.6004 	 32980.2 	 73.563 	 0 	 1504.38 	 4327.77
0.6004 	 32612.8 	 72.7584 	 0 	 1504.08 	 4326.41
0.6004 	 32245.5 	 71.9536 	 0 	 1503.79 	 4325.03
0.6004 	 31878.2 	 71.1486 	 0 	 1503.49 	 4323.65
0.6004 	 31510.9 	 70.3433 	 0 	 1503.2 	 4322.26
0.6004 	 31143.7 	 69.5379 	 0 	 1502.9 	 4320.86
0.6004 	 30776.4 	 68.7322 	 0 	 1502.61 	 4319.46
0.6004 	 30409.2 	 67.9263 	 0 	 1502.31 	 4318.04
0.6004 	 30042 	 67.1203 	 0 	 1502.01 	 4316.62
0.6004 	 29674.8 	 66.314 	 0 	 1501.72 	 4315.2
0.6004 	 29307.6 	 65.5074 	 0 	 1501.42 	 4313.76
0.6004 	 28940.4 	 64.7007 	 0 	 1501.13 	 4312.32
0.6004 	 28573.3 	 63.8937 	 0 	 1500.83 	 4310.87
0.6004 	 28206.2 	 63.0866 	 0 	 1500.53 	 4309.4
0.6004 	 27839.1 	 62.2791 	 0 	 1500.24 	 4307.94
0.6004 	 27472 	 61.4715 	 0 	 1499.94 	 4306.46
0.6004 	 27105 	 60.6637 	 0 	 1499.65 	 4304.97
0.6004 	 26737.9 	 59.8556 	 0 	 1499.35 	 4303.47
0.6004 	 26370.9 	 59.0472 	 0 	 1499.05 	 4301.97
0.6004 	 26003.9 	 58.2387 	 0 	 1498.76 	 4300.45
0.6004 	 25636.9 	 57.4299 	 0 	 1498.46 	 4298.93
0.6004 	 25270 	 56.6209 	 0 	 1498.16 	 4297.39
0.6004 	 24903 	 55.8116 	 0 	 1497.87 	 4295.85
0.6004 	 24536.1 	 55.0021 	 0 	 1497.57 	 4294.29
0.6004 	 24169.2 	 54.1924 	 0 	 1497.28 	 4292.73
0.6004 	 23802.3 	 53.3824 	 0 	 1496.98 	 4291.15
0.6004 	 23435.4 	 52.5721 	 0 	 1496.68 	 4289.57
0.6004 	 23068.6 	 51.7616 	 0 	 1496.39 	 4287.97
0.6004 	 22701.8 	 50.9509 	 0 	 1496.09 	 4286.36
0.6004 	 22335 	 50.1399 	 0 	 1495.79 	 4284.73
0.6004 	 21968.2 	 49.3286 	 0 	 1495.5 	 4283.1
0.6004 	 21601.4 	 48.5171 	 0 	 1495.2 	 4281.45
0.6004 	 21234.7 	 47.7053 	 0 	 1494.9 	 4279.8
0.6004 	 20868 	 46.8933 	 0 	 1494.61 	 4278.12
0.6004 	 20501.3 	 46.081 	 0 	 1494.31 	 4276.44
0.6004 	 20134.6 	 45.2684 	 0 	 1494.01 	 4274.74
0.6004 	 19767.9 	 44.4555 	 0 	 1493.72 	 4273.03
0.6004 	 19401.3 	 43.6424 	 0 	 1493.42 	 4271.3
0.6004 	 19034.6 	 42.829 	 0 	 1493.12 	 4269.56
0.6004 	 18668 	 42.0153 	 0 	 1492.82 	 4267.8
0.6004 	 18301.5 	 41.2013 	 0 	 1492.53 	 4266.02
0.6004 	 17934.9 	 40.3871 	 0 	 1492.23 	 4264.24
0.6004 	 17568.4 	 39.5725 	 0 	 1491.93 	 4262.43
0.6004 	 17201.8 	 38.7577 	 0 	 1491.64 	 4260.61
0.6004 	 16835.3 	 37.9425 	 0 	 1491.34 	 4258.77
0.6004 	 16468.9 	 37.1271 	 0 	 1491.04 	 4256.91
0.6004 	 16102.4 	 36.3113 	 0 	 1490.74 	 4255.03
0.6004 	 15736 	 35.4952 	 0 	 1490.45 	 4253.13
0.6004 	 15369.5 	 34.6789 	 0 	 1490.15 	 4251.21
0.6004 	 15003.2 	 33.8622 	 0 	 1489.85 	 4249.28
0.6004 	 14636.8 	 33.0451 	 0 	 1489.55 	 4247.32
0.6004 	 14270.4 	 32.2278 	 0 	 1477.32 	 4245.34
0.6004 	 13904.1 	 31.4101 	 0 	 1446.39 	 4243.33
0.6004 	 13537.8 	 30.5921 	 0 	 1415.45 	 4241.3
0.6004 	 13171.5 	 29.7737 	 0 	 1384.5 	 4239.25
0.6004 	 12805.2 	 28.955 	 0 	 1353.54 	 4237.17
0.6004 	 12439 	 28.1359 	 0 	 1322.56 	 4235.06
0.6004 	 12072.8 	 27.3165 	 0 	 1291.57 	 4232.93
0.6004 	 11706.6 	 26.4967 	 0 	 1260.56 	 4230.77
0.6004 	 11340.4 	 25.6766 	 0 	 1229.54 	 4228.57
0.6004 	 10974.2 	 24.8561 	 0 	 1198.51 	 4226.34
0.6004 	 10608.1 	 24.0351 	 0 	 1167.46 	 4224.08
0.6004 	 10242 	 23.2138 	 0 	 1136.39 	 4221.79
0.6004 	 9875.86 	 22.3921 	 0 	 1105.32 	 4219.46
0.6004 	 9509.79 	 21.57 	 0 	 1074.22 	 4217.08
0.6004 	 9143.74 	 20.7475 	 0 	 1043.11 	 4214.67
0.6004 	 8777.71 	 19.9245 	 0 	 1011.99 	 4212.21
0.6004 	 8411.7 	 19.1012 	 0 	 980.845 	 4209.71
0.6004 	 8045.72 	 18.2773 	 0 	 949.686 	 4207.16
0.6004 	 7679.76 	 17.4531 	 0 	 918.51 	 4204.55
0.6004 	 7313.82 	 16.6283 	 0 	 887.317 	 4201.89
0.6004 	 6947.91 	 15.8031 	 0 	 856.105 	 4199.17
0.6004 	 6582.01 	 14.9774 	 0 	 824.875 	 4196.38
0.6004 	 6216.14 	 14.1511 	 0 	 793.625 	 4193.53
0.6004 	 5850.3 	 13.3244 	 0 	 762.356 	 4190.59
0.6004 	 5484.48 	 12.4971 	 0 	 731.067 	 4187.58
0.6004 	 5118.68 	 11.6693 	 0 	 699.756 	 4184.48
0.6004 	 4752.9 	 10.8409 	 0 	 668.424 	 4181.27
0.6004 	 4387.15 	 10.0118 	 0 	 637.069 	 4177.95
0.6004 	 4021.42 	 9.1822 	 0 	 605.69 	 4174.51
0.6004 	 3655.71 	 8.35191 	 0 	 574.287 	 4170.94
0.6004 	 3290.03 	 7.52092 	 0 	 542.857 	 4167.2
0.6004 	 2924.37 	 6.68922 	 0 	 511.401 	 4163.27
0.6004 	 2558.74 	 5.85674 	 0 	 479.915 	 4159.13
0.6004 	 2193.13 	 5.02344 	 0 	 448.398 	 4154.72
0.6004 	 1827.54 	 4.18925 	 0 	 416.847 	 4149.99
0.6004 	 1461.98 	 3.35408 	 0 	 385.259 	 4144.85
0.6004 	 1096.45 	 2.51782 	 0 	 353.63 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
0.6006 	 39963.2 	 88.8135 	 0 	 1509.9 	 4352.58
0.6006 	 39595.5 	 88.0126 	 0 	 1509.6 	 4351.33
0.6006 	 39227.8 	 87.2114 	 0 	 1509.31 	 4350.07
0.6006 	 38860.2 	 86.4101 	 0 	 1509.01 	 4348.8
0.6006 	 38492.6 	 85.6086 	 0 	 1508.72 	 4347.53
0.6006 	 38124.9 	 84.8069 	 0 	 1508.42 	 4346.26
0.6006 	 37757.3 	 84.005 	 0 	 1508.12 	 4344.98
0.6006 	 37389.8 	 83.203 	 0 	 1507.83 	 4343.69
0.6006 	 37022.2 	 82.4007 	 0 	 1507.53 	 4342.4
0.6006 	 36654.6 	 81.5982 	 0 	 1507.24 	 4341.1
0.6006 	 36287.1 	 80.7956 	 0 	 1506.94 	 4339.79
0.6006 	 35919.6 	 79.9928 	 0 	 1506.65 	 4338.48
0.6006 	 35552.1 	 79.1897 	 0 	 1506.35 	 4337.17
0.6006 	 35184.6 	 78.3865 	 0 	 1506.06 	 4335.84
0.6006 	 34817.2 	 77.5831 	 0 	 1505.76 	 4334.52
0.6006 	 34449.7 	 76.7795 	 0 	 1505.47 	 4333.18
0.6006 	 34082.3 	 75.9757 	 0 	 1505.17 	 4331.84
0.6006 	 33714.9 	 75.1717 	 0 	 1504.87 	 4330.49
0.6006 	 33347.6 	 74.3675 	 0 	 1504.58 	 4329.14
0.6006 	 32980.2 	 73.563 	 0 	 1504.28 	 4327.77
0.6006 	 32612.8 	 72.7584 	 0 	 1503.99 	 4326.41
0.6006 	 32245.5 	 71.9536 	 0 	 1503.69 	 4325.03
0.6006 	 31878.2 	 71.1486 	 0 	 1503.4 	 4323.65
0.6006 	 31510.9 	 70.3433 	 0 	 1503.1 	 4322.26
0.6006 	 31143.7 	 69.5379 	 0 	 1502.8 	 4320.86
0.6006 	 30776.4 	 68.7322 	 0 	 1502.51 	 4319.46
0.6006 	 30409.2 	 67.9263 	 0 	 1502.21 	 4318.04
0.6006 	 30042 	 67.1203 	 0 	 1501.92 	 4316.62
0.6006 	 29674.8 	 66.314 	 0 	 1501.62 	 4315.2
0.6006 	 29307.6 	 65.5074 	 0 	 1501.32 	 4313.76
0.6006 	 28940.4 	 64.7007 	 0 	 1501.03 	 4312.32
0.6006 	 28573.3 	 63.8937 	 0 	 1500.73 	 4310.87
0.6006 	 28206.2 	 63.0866 	 0 	 1500.44 	 4309.4
0.6006 	 27839.1 	 62.2791 	 0 	 1500.14 	 4307.94
0.6006 	 27472 	 61.4715 	 0 	 1499.84 	 4306.46
0.6006 	 27105 	 60.6637 	 0 	 1499.55 	 4304.97
0.6006 	 26737.9 	 59.8556 	 0 	 1499.25 	 4303.47
0.6006 	 26370.9 	 59.0472 	 0 	 1498.96 	 4301.97
0.6006 	 26003.9 	 58.2387 	 0 	 1498.66 	 4300.45
0.6006 	 25636.9 	 57.4299 	 0 	 1498.36 	 4298.93
0.6006 	 25270 	 56.6209 	 0 	 1498.07 	 4297.39
0.6006 	 24903 	 55.8116 	 0 	 1497.77 	 4295.85
0.6006 	 24536.1 	 55.0021 	 0 	 1497.47 	 4294.29
0.6006 	 24169.2 	 54.1924 	 0 	 1497.18 	 4292.73
0.6006 	 23802.3 	 53.3824 	 0 	 1496.88 	 4291.15
0.6006 	 23435.4 	 52.5721 	 0 	 1496.59 	 4289.57
0.6006 	 23068.6 	 51.7616 	 0 	 1496.29 	 4287.97
0.6006 	 22701.8 	 50.9509 	 0 	 1495.99 	 4286.36
0.6006 	 22335 	 50.1399 	 0 	 1495.7 	 4284.73
0.6006 	 21968.2 	 49.3286 	 0 	 1495.4 	 4283.1
0.6006 	 21601.4 	 48.5171 	 0 	 1495.1 	 4281.45
0.6006 	 21234.7 	 47.7053 	 0 	 1494.81 	 4279.8
0.6006 	 20868 	 46.8933 	 0 	 1494.51 	 4278.12
0.6006 	 20501.3 	 46.081 	 0 	 1494.21 	 4276.44
0.6006 	 20134.6 	 45.2684 	 0 	 1493.92 	 4274.74
0.6006 	 19767.9 	 44.4555 	 0 	 1493.62 	 4273.03
0.6006 	 19401.3 	 43.6424 	 0 	 1493.32 	 4271.3
0.6006 	 19034.6 	 42.829 	 0 	 1493.02 	 4269.56
0.6006 	 18668 	 42.0153 	 0 	 1492.73 	 4267.8
0.6006 	 18301.5 	 41.2013 	 0 	 1492.43 	 4266.02
0.6006 	 17934.9 	 40.3871 	 0 	 1492.13 	 4264.24
0.6006 	 17568.4 	 39.5725 	 0 	 1491.84 	 4262.43
0.6006 	 17201.8 	 38.7577 	 0 	 1491.54 	 4260.61
0.6006 	 16835.3 	 37.9425 	 0 	 1491.24 	 4258.77
0.6006 	 16468.9 	 37.1271 	 0 	 1490.94 	 4256.91
0.6006 	 16102.4 	 36.3113 	 0 	 1490.65 	 4255.03
0.6006 	 15736 	 35.4952 	 0 	 1490.35 	 4253.13
0.6006 	 15369.5 	 34.6789 	 0 	 1490.05 	 4251.21
0.6006 	 15003.2 	 33.8622 	 0 	 1489.75 	 4249.28
0.6006 	 14636.8 	 33.0451 	 0 	 1489.46 	 4247.32
0.6006 	 14270.4 	 32.2278 	 0 	 1474.79 	 4245.34
0.6006 	 13904.1 	 31.4101 	 0 	 1443.93 	 4243.33
0.6006 	 13537.8 	 30.5921 	 0 	 1413.06 	 4241.3
0.6006 	 13171.5 	 29.7737 	 0 	 1382.17 	 4239.25
0.6006 	 12805.2 	 28.955 	 0 	 1351.27 	 4237.17
0.6006 	 12439 	 28.1359 	 0 	 1320.35 	 4235.06
0.6006 	 12072.8 	 27.3165 	 0 	 1289.43 	 4232.93
0.6006 	 11706.6 	 26.4967 	 0 	 1258.48 	 4230.77
0.6006 	 11340.4 	 25.6766 	 0 	 1227.53 	 4228.57
0.6006 	 10974.2 	 24.8561 	 0 	 1196.56 	 4226.34
0.6006 	 10608.1 	 24.0351 	 0 	 1165.57 	 4224.08
0.6006 	 10242 	 23.2138 	 0 	 1134.58 	 4221.79
0.6006 	 9875.86 	 22.3921 	 0 	 1103.56 	 4219.46
0.6006 	 9509.79 	 21.57 	 0 	 1072.53 	 4217.08
0.6006 	 9143.74 	 20.7475 	 0 	 1041.49 	 4214.67
0.6006 	 8777.71 	 19.9245 	 0 	 1010.43 	 4212.21
0.6006 	 8411.7 	 19.1012 	 0 	 979.348 	 4209.71
0.6006 	 8045.72 	 18.2773 	 0 	 948.254 	 4207.16
0.6006 	 7679.76 	 17.4531 	 0 	 917.143 	 4204.55
0.6006 	 7313.82 	 16.6283 	 0 	 886.014 	 4201.89
0.6006 	 6947.91 	 15.8031 	 0 	 854.867 	 4199.17
0.6006 	 6582.01 	 14.9774 	 0 	 823.701 	 4196.38
0.6006 	 6216.14 	 14.1511 	 0 	 792.517 	 4193.53
0.6006 	 5850.3 	 13.3244 	 0 	 761.312 	 4190.59
0.6006 	 5484.48 	 12.4971 	 0 	 730.088 	 4187.58
0.6006 	 5118.68 	 11.6693 	 0 	 698.842 	 4184.48
0.6006 	 4752.9 	 10.8409 	 0 	 667.575 	 4181.27
0.6006 	 4387.15 	 10.0118 	 0 	 636.285 	 4177.95
0.6006 	 4021.42 	 9.1822 	 0 	 604.971 	 4174.51
0.6006 	 3655.71 	 8.35191 	 0 	 573.633 	 4170.94
0.6006 	 3290.03 	 7.52092 	 0 	 542.269 	 4167.2
0.6006 	 2924.37 	 6.68922 	 0 	 510.877 	 4163.27
0.6006 	 2558.74 	 5.85674 	 0 	 479.456 	 4159.13
0.6006 	 2193.13 	 5.02344 	 0 	 448.005 	 4154.72
0.6006 	 1827.54 	 4.18925 	 0 	 416.519 	 4149.99
0.6006 	 1461.98 	 3.35408 	 0 	 384.997 	 4144.85
0.6006 	 1096.45 	 2.51782 	 0 	 353.434 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
0.6008 	 39963.2 	 88.8135 	 0 	 1509.85 	 4352.58
0.6008 	 39595.5 	 88.0126 	 0 	 1509.56 	 4351.33
0.6008 	 39227.8 	 87.2114 	 0 	 1509.26 	 4350.07
0.6008 	 38860.2 	 86.4101 	 0 	 1508.97 	 4348.8
0.6008 	 38492.6 	 85.6086 	 0 	 1508.67 	 4347.53
0.6008 	 38124.9 	 84.8069 	 0 	 1508.37 	 4346.26
0.6008 	 37757.3 	 84.005 	 0 	 1508.08 	 4344.98
0.6008 	 37389.8 	 83.203 	 0 	 1507.78 	 4343.69
0.6008 	 37022.2 	 82.4007 	 0 	 1507.49 	 4342.4
0.6008 	 36654.6 	 81.5982 	 0 	 1507.19 	 4341.1
0.6008 	 36287.1 	 80.7956 	 0 	 1506.9 	 4339.79
0.6008 	 35919.6 	 79.9928 	 0 	 1506.6 	 4338.48
0.6008 	 35552.1 	 79.1897 	 0 	 1506.31 	 4337.17
0.6008 	 35184.6 	 78.3865 	 0 	 1506.01 	 4335.84
0.6008 	 34817.2 	 77.5831 	 0 	 1505.72 	 4334.52
0.6008 	 34449.7 	 76.7795 	 0 	 1505.42 	 4333.18
0.6008 	 34082.3 	 75.9757 	 0 	 1505.12 	 4331.84
0.6008 	 33714.9 	 75.1717 	 0 	 1504.83 	 4330.49
0.6008 	 33347.6 	 74.3675 	 0 	 1504.53 	 4329.14
0.6008 	 32980.2 	 73.563 	 0 	 1504.24 	 4327.77
0.6008 	 32612.8 	 72.7584 	 0 	 1503.94 	 4326.41
0.6008 	 32245.5 	 71.9536 	 0 	 1503.65 	 4325.03
0.6008 	 31878.2 	 71.1486 	 0 	 1503.35 	 4323.65
0.6008 	 31510.9 	 70.3433 	 0 	 1503.05 	 4322.26
0.6008 	 31143.7 	 69.5379 	 0 	 1502.76 	 4320.86
0.6008 	 30776.4 	 68.7322 	 0 	 1502.46 	 4319.46
0.6008 	 30409.2 	 67.9263 	 0 	 1502.17 	 4318.04
0.6008 	 30042 	 67.1203 	 0 	 1501.87 	 4316.62
0.6008 	 29674.8 	 66.314 	 0 	 1501.58 	 4315.2
0.6008 	 29307.6 	 65.5074 	 0 	 1501.28 	 4313.76
0.6008 	 28940.4 	 64.7007 	 0 	 1500.98 	 4312.32
0.6008 	 28573.3 	 63.8937 	 0 	 1500.69 	 4310.87
0.6008 	 28206.2 	 63.0866 	 0 	 1500.39 	 4309.4
0.6008 	 27839.1 	 62.2791 	 0 	 1500.1 	 4307.94
0.6008 	 27472 	 61.4715 	 0 	 1499.8 	 4306.46
0.6008 	 27105 	 60.6637 	 0 	 1499.5 	 4304.97
0.6008 	 26737.9 	 59.8556 	 0 	 1499.21 	 4303.47
0.6008 	 26370.9 	 59.0472 	 0 	 1498.91 	 4301.97
0.6008 	 26003.9 	 58.2387 	 0 	 1498.62 	 4300.45
0.6008 	 25636.9 	 57.4299 	 0 	 1498.32 	 4298.93
0.6008 	 25270 	 56.6209 	 0 	 1498.02 	 4297.39
0.6008 	 24903 	 55.8116 	 0 	 1497.73 	 4295.85
0.6008 	 24536.1 	 55.0021 	 0 	 1497.43 	 4294.29
0.6008 	 24169.2 	 54.1924 	 0 	 1497.13 	 4292.73
0.6008 	 23802.3 	 53.3824 	 0 	 1496.84 	 4291.15
0.6008 	 23435.4 	 52.5721 	 0 	 1496.54 	 4289.57
0.6008 	 23068.6 	 51.7616 	 0 	 1496.24 	 4287.97
0.6008 	 22701.8 	 50.9509 	 0 	 1495.95 	 4286.36
0.6008 	 22335 	 50.1399 	 0 	 1495.65 	 4284.73
0.6008 	 21968.2 	 49.3286 	 0 	 1495.35 	 4283.1
0.6008 	 21601.4 	 48.5171 	 0 	 1495.06 	 4281.45
0.6008 	 21234.7 	 47.7053 	 0 	 1494.76 	 4279.8
0.6008 	 20868 	 46.8933 	 0 	 1494.46 	 4278.12
0.6008 	 20501.3 	 46.081 	 0 	 1494.17 	 4276.44
0.6008 	 20134.6 	 45.2684 	 0 	 1493.87 	 4274.74
