Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
1.561 	 10242 	 23.2138 	 0 	 803.968 	 4221.79
1.561 	 9875.86 	 22.3921 	 0 	 784.821 	 4219.46
1.561 	 9509.79 	 21.57 	 0 	 765.664 	 4217.08
1.561 	 9143.74 	 20.7475 	 0 	 746.498 	 4214.67
1.561 	 8777.71 	 19.9245 	 0 	 727.321 	 4212.21
1.561 	 8411.7 	 19.1012 	 0 	 708.135 	 4209.71
1.561 	 8045.72 	 18.2773 	 0 	 688.938 	 4207.16
1.561 	 7679.76 	 17.4531 	 0 	 669.731 	 4204.55
1.561 	 7313.82 	 16.6283 	 0 	 650.513 	 4201.89
1.561 	 6947.91 	 15.8031 	 0 	 631.283 	 4199.17
1.561 	 6582.01 	 14.9774 	 0 	 612.043 	 4196.38
1.561 	 6216.14 	 14.1511 	 0 	 592.79 	 4193.53
1.561 	 5850.3 	 13.3244 	 0 	 573.525 	 4190.59
1.561 	 5484.48 	 12.4971 	 0 	 554.248 	 4187.58
1.561 	 5118.68 	 11.6693 	 0 	 534.958 	 4184.48
1.561 	 4752.9 	 10.8409 	 0 	 515.654 	 4181.27
1.561 	 4387.15 	 10.0118 	 0 	 496.337 	 4177.95
1.561 	 4021.42 	 9.1822 	 0 	 477.004 	 4174.51
1.561 	 3655.71 	 8.35191 	 0 	 457.657 	 4170.94
1.561 	 3290.03 	 7.52092 	 0 	 438.293 	 4167.2
1.561 	 2924.37 	 6.68922 	 0 	 418.913 	 4163.27
1.561 	 2558.74 	 5.85674 	 0 	 399.515 	 4159.13
1.561 	 2193.13 	 5.02344 	 0 	 380.097 	 4154.72
1.561 	 1827.54 	 4.18925 	 0 	 360.659 	 4149.99
1.561 	 1461.98 	 3.35408 	 0 	 341.198 	 4144.85
1.561 	 1096.45 	 2.51782 	 0 	 321.712 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
1.571 	 39963.2 	 88.8135 	 0 	 1436.04 	 4352.58
1.571 	 39595.5 	 88.0126 	 0 	 1435.76 	 4351.33
1.571 	 39227.8 	 87.2114 	 0 	 1435.48 	 4350.07
1.571 	 38860.2 	 86.4101 	 0 	 1435.19 	 4348.8
1.571 	 38492.6 	 85.6086 	 0 	 1434.91 	 4347.53
1.571 	 38124.9 	 84.8069 	 0 	 1434.63 	 4346.26
1.571 	 37757.3 	 84.005 	 0 	 1434.35 	 4344.98
1.571 	 37389.8 	 83.203 	 0 	 1434.07 	 4343.69
1.571 	 37022.2 	 82.4007 	 0 	 1433.79 	 4342.4
1.571 	 36654.6 	 81.5982 	 0 	 1433.51 	 4341.1
1.571 	 36287.1 	 80.7956 	 0 	 1433.23 	 4339.79
1.571 	 35919.6 	 79.9928 	 0 	 1432.95 	 4338.48
1.571 	 35552.1 	 79.1897 	 0 	 1432.67 	 4337.17
1.571 	 35184.6 	 78.3865 	 0 	 1432.38 	 4335.84
1.571 	 34817.2 	 77.5831 	 0 	 1432.1 	 4334.52
1.571 	 34449.7 	 76.7795 	 0 	 1431.82 	 4333.18
1.571 	 34082.3 	 75.9757 	 0 	 1431.54 	 4331.84
1.571 	 33714.9 	 75.1717 	 0 	 1431.26 	 4330.49
1.571 	 33347.6 	 74.3675 	 0 	 1430.98 	 4329.14
1.571 	 32980.2 	 73.563 	 0 	 1430.7 	 4327.77
1.571 	 32612.8 	 72.7584 	 0 	 1430.42 	 4326.41
1.571 	 32245.5 	 71.9536 	 0 	 1430.13 	 4325.03
1.571 	 31878.2 	 71.1486 	 0 	 1429.85 	 4323.65
1.571 	 31510.9 	 70.3433 	 0 	 1429.57 	 4322.26
1.571 	 31143.7 	 69.5379 	 0 	 1429.29 	 4320.86
1.571 	 30776.4 	 68.7322 	 0 	 1429.01 	 4319.46
1.571 	 30409.2 	 67.9263 	 0 	 1428.73 	 4318.04
1.571 	 30042 	 67.1203 	 0 	 1428.45 	 4316.62
1.571 	 29674.8 	 66.314 	 0 	 1428.16 	 4315.2
1.571 	 29307.6 	 65.5074 	 0 	 1427.88 	 4313.76
1.571 	 28940.4 	 64.7007 	 0 	 1427.6 	 4312.32
1.571 	 28573.3 	 63.8937 	 0 	 1427.32 	 4310.87
1.571 	 28206.2 	 63.0866 	 0 	 1427.04 	 4309.4
1.571 	 27839.1 	 62.2791 	 0 	 1426.76 	 4307.94
1.571 	 27472 	 61.4715 	 0 	 1426.48 	 4306.46
1.571 	 27105 	 60.6637 	 0 	 1426.19 	 4304.97
1.571 	 26737.9 	 59.8556 	 0 	 1425.91 	 4303.47
1.571 	 26370.9 	 59.0472 	 0 	 1425.63 	 4301.97
1.571 	 26003.9 	 58.2387 	 0 	 1425.35 	 4300.45
1.571 	 25636.9 	 57.4299 	 0 	 1425.07 	 4298.93
1.571 	 25270 	 56.6209 	 0 	 1424.78 	 4297.39
1.571 	 24903 	 55.8116 	 0 	 1424.5 	 4295.85
1.571 	 24536.1 	 55.0021 	 0 	 1424.22 	 4294.29
1.571 	 24169.2 	 54.1924 	 0 	 1423.94 	 4292.73
1.571 	 23802.3 	 53.3824 	 0 	 1423.66 	 4291.15
1.571 	 23435.4 	 52.5721 	 0 	 1423.37 	 4289.57
1.571 	 23068.6 	 51.7616 	 0 	 1423.09 	 4287.97
1.571 	 22701.8 	 50.9509 	 0 	 1422.81 	 4286.36
1.571 	 22335 	 50.1399 	 0 	 1422.53 	 4284.73
1.571 	 21968.2 	 49.3286 	 0 	 1408.56 	 4283.1
1.571 	 21601.4 	 48.5171 	 0 	 1389.72 	 4281.45
1.571 	 21234.7 	 47.7053 	 0 	 1370.87 	 4279.8
1.571 	 20868 	 46.8933 	 0 	 1352.01 	 4278.12
1.571 	 20501.3 	 46.081 	 0 	 1333.15 	 4276.44
1.571 	 20134.6 	 45.2684 	 0 	 1314.28 	 4274.74
1.571 	 19767.9 	 44.4555 	 0 	 1295.4 	 4273.03
1.571 	 19401.3 	 43.6424 	 0 	 1276.52 	 4271.3
1.571 	 19034.6 	 42.829 	 0 	 1257.63 	 4269.56
1.571 	 18668 	 42.0153 	 0 	 1238.74 	 4267.8
1.571 	 18301.5 	 41.2013 	 0 	 1219.84 	 4266.02
1.571 	 17934.9 	 40.3871 	 0 	 1200.93 	 4264.24
1.571 	 17568.4 	 39.5725 	 0 	 1182.01 	 4262.43
1.571 	 17201.8 	 38.7577 	 0 	 1163.09 	 4260.61
1.571 	 16835.3 	 37.9425 	 0 	 1144.16 	 4258.77
1.571 	 16468.9 	 37.1271 	 0 	 1125.23 	 4256.91
1.571 	 16102.4 	 36.3113 	 0 	 1106.29 	 4255.03
1.571 	 15736 	 35.4952 	 0 	 1087.34 	 4253.13
1.571 	 15369.5 	 34.6789 	 0 	 1068.38 	 4251.21
1.571 	 15003.2 	 33.8622 	 0 	 1049.41 	 4249.28
1.571 	 14636.8 	 33.0451 	 0 	 1030.44 	 4247.32
1.571 	 14270.4 	 32.2278 	 0 	 1011.46 	 4245.34
1.571 	 13904.1 	 31.4101 	 0 	 992.473 	 4243.33
1.571 	 13537.8 	 30.5921 	 0 	 973.478 	 4241.3
1.571 	 13171.5 	 29.7737 	 0 	 954.475 	 4239.25
1.571 	 12805.2 	 28.955 	 0 	 935.463 	 4237.17
1.571 	 12439 	 28.1359 	 0 	 916.444 	 4235.06
1.571 	 12072.8 	 27.3165 	 0 	 897.416 	 4232.93
1.571 	 11706.6 	 26.4967 	 0 	 878.38 	 4230.77
1.571 	 11340.4 	 25.6766 	 0 	 859.335 	 4228.57
1.571 	 10974.2 	 24.8561 	 0 	 840.281 	 4226.34
1.571 	 10608.1 	 24.0351 	 0 	 821.219 	 4224.08
1.571 	 10242 	 23.2138 	 0 	 802.147 	 4221.79
1.571 	 9875.86 	 22.3921 	 0 	 783.066 	 4219.46
1.571 	 9509.79 	 21.57 	 0 	 763.976 	 4217.08
1.571 	 9143.74 	 20.7475 	 0 	 744.876 	 4214.67
1.571 	 8777.71 	 19.9245 	 0 	 725.766 	 4212.21
1.571 	 8411.7 	 19.1012 	 0 	 706.646 	 4209.71
1.571 	 8045.72 	 18.2773 	 0 	 687.516 	 4207.16
1.571 	 7679.76 	 17.4531 	 0 	 668.375 	 4204.55
1.571 	 7313.82 	 16.6283 	 0 	 649.223 	 4201.89
1.571 	 6947.91 	 15.8031 	 0 	 630.061 	 4199.17
1.571 	 6582.01 	 14.9774 	 0 	 610.886 	 4196.38
1.571 	 6216.14 	 14.1511 	 0 	 591.701 	 4193.53
1.571 	 5850.3 	 13.3244 	 0 	 572.503 	 4190.59
1.571 	 5484.48 	 12.4971 	 0 	 553.292 	 4187.58
1.571 	 5118.68 	 11.6693 	 0 	 534.069 	 4184.48
1.571 	 4752.9 	 10.8409 	 0 	 514.832 	 4181.27
1.571 	 4387.15 	 10.0118 	 0 	 495.581 	 4177.95
1.571 	 4021.42 	 9.1822 	 0 	 476.316 	 4174.51
1.571 	 3655.71 	 8.35191 	 0 	 457.036 	 4170.94
1.571 	 3290.03 	 7.52092 	 0 	 437.739 	 4167.2
1.571 	 2924.37 	 6.68922 	 0 	 418.426 	 4163.27
1.571 	 2558.74 	 5.85674 	 0 	 399.095 	 4159.13
1.571 	 2193.13 	 5.02344 	 0 	 379.745 	 4154.72
1.571 	 1827.54 	 4.18925 	 0 	 360.374 	 4149.99
1.571 	 1461.98 	 3.35408 	 0 	 340.981 	 4144.85
1.571 	 1096.45 	 2.51782 	 0 	 321.562 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
1.581 	 39963.2 	 88.8135 	 0 	 1435.45 	 4352.58
1.581 	 39595.5 	 88.0126 	 0 	 1435.17 	 4351.33
1.581 	 39227.8 	 87.2114 	 0 	 1434.89 	 4350.07
1.581 	 38860.2 	 86.4101 	 0 	 1434.61 	 4348.8
1.581 	 38492.6 	 85.6086 	 0 	 1434.33 	 4347.53
1.581 	 38124.9 	 84.8069 	 0 	 1434.04 	 4346.26
1.581 	 37757.3 	 84.005 	 0 	 1433.76 	 4344.98
1.581 	 37389.8 	 83.203 	 0 	 1433.48 	 4343.69
1.581 	 37022.2 	 82.4007 	 0 	 1433.2 	 4342.4
1.581 	 36654.6 	 81.5982 	 0 	 1432.92 	 4341.1
1.581 	 36287.1 	 80.7956 	 0 	 1432.64 	 4339.79
1.581 	 35919.6 	 79.9928 	 0 	 1432.36 	 4338.48
1.581 	 35552.1 	 79.1897 	 0 	 1432.08 	 4337.17
1.581 	 35184.6 	 78.3865 	 0 	 1431.8 	 4335.84
1.581 	 34817.2 	 77.5831 	 0 	 1431.52 	 4334.52
1.581 	 34449.7 	 76.7795 	 0 	 1431.24 	 4333.18
1.581 	 34082.3 	 75.9757 	 0 	 1430.95 	 4331.84
1.581 	 33714.9 	 75.1717 	 0 	 1430.67 	 4330.49
1.581 	 33347.6 	 74.3675 	 0 	 1430.39 	 4329.14
1.581 	 32980.2 	 73.563 	 0 	 1430.11 	 4327.77
1.581 	 32612.8 	 72.7584 	 0 	 1429.83 	 4326.41
1.581 	 32245.5 	 71.9536 	 0 	 1429.55 	 4325.03
1.581 	 31878.2 	 71.1486 	 0 	 1429.27 	 4323.65
1.581 	 31510.9 	 70.3433 	 0 	 1428.99 	 4322.26
1.581 	 31143.7 	 69.5379 	 0 	 1428.7 	 4320.86
1.581 	 30776.4 	 68.7322 	 0 	 1428.42 	 4319.46
1.581 	 30409.2 	 67.9263 	 0 	 1428.14 	 4318.04
1.581 	 30042 	 67.1203 	 0 	 1427.86 	 4316.62
1.581 	 29674.8 	 66.314 	 0 	 1427.58 	 4315.2
1.581 	 29307.6 	 65.5074 	 0 	 1427.3 	 4313.76
1.581 	 28940.4 	 64.7007 	 0 	 1427.02 	 4312.32
1.581 	 28573.3 	 63.8937 	 0 	 1426.73 	 4310.87
1.581 	 28206.2 	 63.0866 	 0 	 1426.45 	 4309.4
1.581 	 27839.1 	 62.2791 	 0 	 1426.17 	 4307.94
1.581 	 27472 	 61.4715 	 0 	 1425.89 	 4306.46
1.581 	 27105 	 60.6637 	 0 	 1425.61 	 4304.97
1.581 	 26737.9 	 59.8556 	 0 	 1425.33 	 4303.47
1.581 	 26370.9 	 59.0472 	 0 	 1425.05 	 4301.97
1.581 	 26003.9 	 58.2387 	 0 	 1424.76 	 4300.45
1.581 	 25636.9 	 57.4299 	 0 	 1424.48 	 4298.93
1.581 	 25270 	 56.6209 	 0 	 1424.2 	 4297.39
1.581 	 24903 	 55.8116 	 0 	 1423.92 	 4295.85
1.581 	 24536.1 	 55.0021 	 0 	 1423.64 	 4294.29
1.581 	 24169.2 	 54.1924 	 0 	 1423.36 	 4292.73
1.581 	 23802.3 	 53.3824 	 0 	 1423.07 	 4291.15
1.581 	 23435.4 	 52.5721 	 0 	 1422.79 	 4289.57
1.581 	 23068.6 	 51.7616 	 0 	 1422.51 	 4287.97
1.581 	 22701.8 	 50.9509 	 0 	 1422.23 	 4286.36
1.581 	 22335 	 50.1399 	 0 	 1421.95 	 4284.73
1.581 	 21968.2 	 49.3286 	 0 	 1404.79 	 4283.1
1.581 	 21601.4 	 48.5171 	 0 	 1386.01 	 4281.45
1.581 	 21234.7 	 47.7053 	 0 	 1367.23 	 4279.8
1.581 	 20868 	 46.8933 	 0 	 1348.43 	 4278.12
1.581 	 20501.3 	 46.081 	 0 	 1329.63 	 4276.44
1.581 	 20134.6 	 45.2684 	 0 	 1310.83 	 4274.74
1.581 	 19767.9 	 44.4555 	 0 	 1292.01 	 4273.03
1.581 	 19401.3 	 43.6424 	 0 	 1273.19 	 4271.3
1.581 	 19034.6 	 42.829 	 0 	 1254.37 	 4269.56
1.581 	 18668 	 42.0153 	 0 	 1235.54 	 4267.8
1.581 	 18301.5 	 41.2013 	 0 	 1216.7 	 4266.02
1.581 	 17934.9 	 40.3871 	 0 	 1197.85 	 4264.24
1.581 	 17568.4 	 39.5725 	 0 	 1179 	 4262.43
1.581 	 17201.8 	 38.7577 	 0 	 1160.14 	 4260.61
1.581 	 16835.3 	 37.9425 	 0 	 1141.28 	 4258.77
1.581 	 16468.9 	 37.1271 	 0 	 1122.41 	 4256.91
1.581 	 16102.4 	 36.3113 	 0 	 1103.53 	 4255.03
1.581 	 15736 	 35.4952 	 0 	 1084.64 	 4253.13
1.581 	 15369.5 	 34.6789 	 0 	 1065.74 	 4251.21
1.581 	 15003.2 	 33.8622 	 0 	 1046.84 	 4249.28
1.581 	 14636.8 	 33.0451 	 0 	 1027.93 	 4247.32
1.581 	 14270.4 	 32.2278 	 0 	 1009.02 	 4245.34
1.581 	 13904.1 	 31.4101 	 0 	 990.094 	 4243.33
1.581 	 13537.8 	 30.5921 	 0 	 971.162 	 4241.3
1.581 	 13171.5 	 29.7737 	 0 	 952.222 	 4239.25
1.581 	 12805.2 	 28.955 	 0 	 933.274 	 4237.17
1.581 	 12439 	 28.1359 	 0 	 914.318 	 4235.06
1.581 	 12072.8 	 27.3165 	 0 	 895.354 	 4232.93
1.581 	 11706.6 	 26.4967 	 0 	 876.381 	 4230.77
1.581 	 11340.4 	 25.6766 	 0 	 857.399 	 4228.57
1.581 	 10974.2 	 24.8561 	 0 	 838.409 	 4226.34
1.581 	 10608.1 	 24.0351 	 0 	 819.41 	 4224.08
1.581 	 10242 	 23.2138 	 0 	 800.402 	 4221.79
1.581 	 9875.86 	 22.3921 	 0 	 781.385 	 4219.46
1.581 	 9509.79 	 21.57 	 0 	 762.358 	 4217.08
1.581 	 9143.74 	 20.7475 	 0 	 743.322 	 4214.67
1.581 	 8777.71 	 19.9245 	 0 	 724.276 	 4212.21
1.581 	 8411.7 	 19.1012 	 0 	 705.22 	 4209.71
1.581 	 8045.72 	 18.2773 	 0 	 686.153 	 4207.16
1.581 	 7679.76 	 17.4531 	 0 	 667.076 	 4204.55
1.581 	 7313.82 	 16.6283 	 0 	 647.989 	 4201.89
1.581 	 6947.91 	 15.8031 	 0 	 628.89 	 4199.17
1.581 	 6582.01 	 14.9774 	 0 	 609.78 	 4196.38
1.581 	 6216.14 	 14.1511 	 0 	 590.658 	 4193.53
1.581 	 5850.3 	 13.3244 	 0 	 571.524 	 4190.59
1.581 	 5484.48 	 12.4971 	 0 	 552.378 	 4187.58
1.581 	 5118.68 	 11.6693 	 0 	 533.218 	 4184.48
1.581 	 4752.9 	 10.8409 	 0 	 514.046 	 4181.27
1.581 	 4387.15 	 10.0118 	 0 	 494.859 	 4177.95
1.581 	 4021.42 	 9.1822 	 0 	 475.658 	 4174.51
1.581 	 3655.71 	 8.35191 	 0 	 456.442 	 4170.94
1.581 	 3290.03 	 7.52092 	 0 	 437.21 	 4167.2
1.581 	 2924.37 	 6.68922 	 0 	 417.962 	 4163.27
1.581 	 2558.74 	 5.85674 	 0 	 398.695 	 4159.13
1.581 	 2193.13 	 5.02344 	 0 	 379.409 	 4154.72
1.581 	 1827.54 	 4.18925 	 0 	 360.103 	 4149.99
1.581 	 1461.98 	 3.35408 	 0 	 340.774 	 4144.85
1.581 	 1096.45 	 2.51782 	 0 	 321.42 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
1.591 	 39963.2 	 88.8135 	 0 	 1434.86 	 4352.58
1.591 	 39595.5 	 88.0126 	 0 	 1434.58 	 4351.33
1.591 	 39227.8 	 87.2114 	 0 	 1434.3 	 4350.07
1.591 	 38860.2 	 86.4101 	 0 	 1434.02 	 4348.8
1.591 	 38492.6 	 85.6086 	 0 	 1433.74 	 4347.53
1.591 	 38124.9 	 84.8069 	 0 	 1433.46 	 4346.26
1.591 	 37757.3 	 84.005 	 0 	 1433.18 	 4344.98
1.591 	 37389.8 	 83.203 	 0 	 1432.9 	 4343.69
1.591 	 37022.2 	 82.4007 	 0 	 1432.62 	 4342.4
1.591 	 36654.6 	 81.5982 	 0 	 1432.34 	 4341.1
1.591 	 36287.1 	 80.7956 	 0 	 1432.06 	 4339.79
1.591 	 35919.6 	 79.9928 	 0 	 1431.77 	 4338.48
1.591 	 35552.1 	 79.1897 	 0 	 1431.49 	 4337.17
1.591 	 35184.6 	 78.3865 	 0 	 1431.21 	 4335.84
1.591 	 34817.2 	 77.5831 	 0 	 1430.93 	 4334.52
1.591 	 34449.7 	 76.7795 	 0 	 1430.65 	 4333.18
1.591 	 34082.3 	 75.9757 	 0 	 1430.37 	 4331.84
1.591 	 33714.9 	 75.1717 	 0 	 1430.09 	 4330.49
1.591 	 33347.6 	 74.3675 	 0 	 1429.81 	 4329.14
1.591 	 32980.2 	 73.563 	 0 	 1429.53 	 4327.77
1.591 	 32612.8 	 72.7584 	 0 	 1429.25 	 4326.41
1.591 	 32245.5 	 71.9536 	 0 	 1428.96 	 4325.03
1.591 	 31878.2 	 71.1486 	 0 	 1428.68 	 4323.65
1.591 	 31510.9 	 70.3433 	 0 	 1428.4 	 4322.26
1.591 	 31143.7 	 69.5379 	 0 	 1428.12 	 4320.86
1.591 	 30776.4 	 68.7322 	 0 	 1427.84 	 4319.46
1.591 	 30409.2 	 67.9263 	 0 	 1427.56 	 4318.04
1.591 	 30042 	 67.1203 	 0 	 1427.28 	 4316.62
1.591 	 29674.8 	 66.314 	 0 	 1427 	 4315.2
1.591 	 29307.6 	 65.5074 	 0 	 1426.72 	 4313.76
1.591 	 28940.4 	 64.7007 	 0 	 1426.43 	 4312.32
1.591 	 28573.3 	 63.8937 	 0 	 1426.15 	 4310.87
1.591 	 28206.2 	 63.0866 	 0 	 1425.87 	 4309.4
1.591 	 27839.1 	 62.2791 	 0 	 1425.59 	 4307.94
1.591 	 27472 	 61.4715 	 0 	 1425.31 	 4306.46
1.591 	 27105 	 60.6637 	 0 	 1425.03 	 4304.97
1.591 	 26737.9 	 59.8556 	 0 	 1424.75 	 4303.47
1.591 	 26370.9 	 59.0472 	 0 	 1424.46 	 4301.97
1.591 	 26003.9 	 58.2387 	 0 	 1424.18 	 4300.45
1.591 	 25636.9 	 57.4299 	 0 	 1423.9 	 4298.93
1.591 	 25270 	 56.6209 	 0 	 1423.62 	 4297.39
1.591 	 24903 	 55.8116 	 0 	 1423.34 	 4295.85
1.591 	 24536.1 	 55.0021 	 0 	 1423.06 	 4294.29
1.591 	 24169.2 	 54.1924 	 0 	 1422.77 	 4292.73
1.591 	 23802.3 	 53.3824 	 0 	 1422.49 	 4291.15
1.591 	 23435.4 	 52.5721 	 0 	 1422.21 	 4289.57
1.591 	 23068.6 	 51.7616 	 0 	 1421.93 	 4287.97
1.591 	 22701.8 	 50.9509 	 0 	 1421.65 	 4286.36
1.591 	 22335 	 50.1399 	 0 	 1419.81 	 4284.73
1.591 	 21968.2 	 49.3286 	 0 	 1401.09 	 4283.1
1.591 	 21601.4 	 48.5171 	 0 	 1382.37 	 4281.45
1.591 	 21234.7 	 47.7053 	 0 	 1363.65 	 4279.8
1.591 	 20868 	 46.8933 	 0 	 1344.92 	 4278.12
1.591 	 20501.3 	 46.081 	 0 	 1326.18 	 4276.44
1.591 	 20134.6 	 45.2684 	 0 	 1307.43 	 4274.74
1.591 	 19767.9 	 44.4555 	 0 	 1288.68 	 4273.03
1.591 	 19401.3 	 43.6424 	 0 	 1269.93 	 4271.3
1.591 	 19034.6 	 42.829 	 0 	 1251.16 	 4269.56
1.591 	 18668 	 42.0153 	 0 	 1232.39 	 4267.8
1.591 	 18301.5 	 41.2013 	 0 	 1213.62 	 4266.02
1.591 	 17934.9 	 40.3871 	 0 	 1194.83 	 4264.24
1.591 	 17568.4 	 39.5725 	 0 	 1176.04 	 4262.43
1.591 	 17201.8 	 38.7577 	 0 	 1157.25 	 4260.61
1.591 	 16835.3 	 37.9425 	 0 	 1138.44 	 4258.77
1.591 	 16468.9 	 37.1271 	 0 	 1119.63 	 4256.91
1.591 	 16102.4 	 36.3113 	 0 	 1100.82 	 4255.03
1.591 	 15736 	 35.4952 	 0 	 1081.99 	 4253.13
1.591 	 15369.5 	 34.6789 	 0 	 1063.16 	 4251.21
1.591 	 15003.2 	 33.8622 	 0 	 1044.32 	 4249.28
1.591 	 14636.8 	 33.0451 	 0 	 1025.47 	 4247.32
1.591 	 14270.4 	 32.2278 	 0 	 1006.62 	 4245.34
1.591 	 13904.1 	 31.4101 	 0 	 987.756 	 4243.33
1.591 	 13537.8 	 30.5921 	 0 	 968.887 	 4241.3
1.591 	 13171.5 	 29.7737 	 0 	 950.009 	 4239.25
1.591 	 12805.2 	 28.955 	 0 	 931.124 	 4237.17
1.591 	 12439 	 28.1359 	 0 	 912.23 	 4235.06
1.591 	 12072.8 	 27.3165 	 0 	 893.328 	 4232.93
1.591 	 11706.6 	 26.4967 	 0 	 874.417 	 4230.77
1.591 	 11340.4 	 25.6766 	 0 	 855.498 	 4228.57
1.591 	 10974.2 	 24.8561 	 0 	 836.571 	 4226.34
1.591 	 10608.1 	 24.0351 	 0 	 817.634 	 4224.08
1.591 	 10242 	 23.2138 	 0 	 798.689 	 4221.79
1.591 	 9875.86 	 22.3921 	 0 	 779.734 	 4219.46
1.591 	 9509.79 	 21.57 	 0 	 760.77 	 4217.08
1.591 	 9143.74 	 20.7475 	 0 	 741.796 	 4214.67
1.591 	 8777.71 	 19.9245 	 0 	 722.813 	 4212.21
1.591 	 8411.7 	 19.1012 	 0 	 703.819 	 4209.71
1.591 	 8045.72 	 18.2773 	 0 	 684.816 	 4207.16
1.591 	 7679.76 	 17.4531 	 0 	 665.801 	 4204.55
1.591 	 7313.82 	 16.6283 	 0 	 646.776 	 4201.89
1.591 	 6947.91 	 15.8031 	 0 	 627.741 	 4199.17
1.591 	 6582.01 	 14.9774 	 0 	 608.693 	 4196.38
1.591 	 6216.14 	 14.1511 	 0 	 589.634 	 4193.53
1.591 	 5850.3 	 13.3244 	 0 	 570.563 	 4190.59
1.591 	 5484.48 	 12.4971 	 0 	 551.48 	 4187.58
1.591 	 5118.68 	 11.6693 	 0 	 532.384 	 4184.48
1.591 	 4752.9 	 10.8409 	 0 	 513.274 	 4181.27
1.591 	 4387.15 	 10.0118 	 0 	 494.151 	 4177.95
1.591 	 4021.42 	 9.1822 	 0 	 475.013 	 4174.51
1.591 	 3655.71 	 8.35191 	 0 	 455.86 	 4170.94
1.591 	 3290.03 	 7.52092 	 0 	 436.691 	 4167.2
1.591 	 2924.37 	 6.68922 	 0 	 417.506 	 4163.27
1.591 	 2558.74 	 5.85674 	 0 	 398.303 	 4159.13
1.591 	 2193.13 	 5.02344 	 0 	 379.081 	 4154.72
1.591 	 1827.54 	 4.18925 	 0 	 359.838 	 4149.99
1.591 	 1461.98 	 3.35408 	 0 	 340.573 	 4144.85
1.591 	 1096.45 	 2.51782 	 0 	 321.282 	 4139.15
Time (Gyr) 	 Pressure (bar) 	 Depth (km) 	 Melt fraction 	 Temp (K) 	 Density (kg m-3)
1.601 	 39963.2 	 88.8135 	 0 	 1434.28 	 4352.58
1.601 	 39595.5 	 88.0126 	 0 	 1434 	 4351.33
1.601 	 39227.8 	 87.2114 	 0 	 1433.72 	 4350.07
1.601 	 38860.2 	 86.4101 	 0 	 1433.44 	 4348.8
1.601 	 38492.6 	 85.6086 	 0 	 1433.16 	 4347.53
1.601 	 38124.9 	 84.8069 	 0 	 1432.88 	 4346.26
1.601 	 37757.3 	 84.005 	 0 	 1432.59 	 4344.98
1.601 	 37389.8 	 83.203 	 0 	 1432.31 	 4343.69
1.601 	 37022.2 	 82.4007 	 0 	 1432.03 	 4342.4
1.601 	 36654.6 	 81.5982 	 0 	 1431.75 	 4341.1
1.601 	 36287.1 	 80.7956 	 0 	 1431.47 	 4339.79
1.601 	 35919.6 	 79.9928 	 0 	 1431.19 	 4338.48
1.601 	 35552.1 	 79.1897 	 0 	 1430.91 	 4337.17
1.601 	 35184.6 	 78.3865 	 0 	 1430.63 	 4335.84
1.601 	 34817.2 	 77.5831 	 0 	 1430.35 	 4334.52
1.601 	 34449.7 	 76.7795 	 0 	 1430.07 	 4333.18
1.601 	 34082.3 	 75.9757 	 0 	 1429.79 	 4331.84
1.601 	 33714.9 	 75.1717 	 0 	 1429.51 	 4330.49
1.601 	 33347.6 	 74.3675 	 0 	 1429.22 	 4329.14
1.601 	 32980.2 	 73.563 	 0 	 1428.94 	 4327.77
1.601 	 32612.8 	 72.7584 	 0 	 1428.66 	 4326.41
1.601 	 32245.5 	 71.9536 	 0 	 1428.38 	 4325.03
1.601 	 31878.2 	 71.1486 	 0 	 1428.1 	 4323.65
1.601 	 31510.9 	 70.3433 	 0 	 1427.82 	 4322.26
1.601 	 31143.7 	 69.5379 	 0 	 1427.54 	 4320.86
1.601 	 30776.4 	 68.7322 	 0 	 1427.26 	 4319.46
1.601 	 30409.2 	 67.9263 	 0 	 1426.98 	 4318.04
1.601 	 30042 	 67.1203 	 0 	 1426.7 	 4316.62
1.601 	 29674.8 	 66.314 	 0 	 1426.41 	 4315.2
1.601 	 29307.6 	 65.5074 	 0 	 1426.13 	 4313.76
1.601 	 28940.4 	 64.7007 	 0 	 1425.85 	 4312.32
1.601 	 28573.3 	 63.8937 	 0 	 1425.57 	 4310.87
1.601 	 28206.2 	 63.0866 	 0 	 1425.29 	 4309.4
1.601 	 27839.1 	 62.2791 	 0 	 1425.01 	 4307.94
1.601 	 27472 	 61.4715 	 0 	 1424.73 	 4306.46
1.601 	 27105 	 60.6637 	 0 	 1424.45 	 4304.97
1.601 	 26737.9 	 59.8556 	 0 	 1424.16 	 4303.47
1.601 	 26370.9 	 59.0472 	 0 	 1423.88 	 4301.97
1.601 	 26003.9 	 58.2387 	 0 	 1423.6 	 4300.45
1.601 	 25636.9 	 57.4299 	 0 	 1423.32 	 4298.93
