'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'nAir (mol)'
0.629 	 0.010218 	 1.02968e-16 	 0 	 0.942787 	 0.046995 	 0.586013 	 299.232 	 44.3272 	 0.00324077 	 8.38835e-20 	 0.000717024 	 7.2731 	 -21.3581 	 0 	 6.05123e+18 	 1.51988e+20 	 1.61501e+21 	 7.99917e+19
0.63 	 0.010255 	 1.02518e-16 	 0 	 0.942692 	 0.0470532 	 0.586025 	 299.253 	 44.3485 	 0.00324138 	 8.34876e-20 	 0.00071676 	 7.27172 	 -21.357 	 0 	 6.05519e+18 	 1.51976e+20 	 1.61501e+21 	 7.99934e+19
0.631 	 0.0102918 	 1.02085e-16 	 0 	 0.942597 	 0.0471113 	 0.586036 	 299.274 	 44.3697 	 0.00324199 	 8.31063e-20 	 0.000716497 	 7.27035 	 -21.3559 	 0 	 6.05913e+18 	 1.51963e+20 	 1.61501e+21 	 7.99949e+19
0.632 	 0.0103285 	 1.01669e-16 	 0 	 0.942503 	 0.0471689 	 0.586047 	 299.295 	 44.3907 	 0.00324259 	 8.27383e-20 	 0.000716235 	 7.26899 	 -21.3548 	 0 	 6.06306e+18 	 1.5195e+20 	 1.61501e+21 	 7.99964e+19
0.633 	 0.0103651 	 1.01237e-16 	 0 	 0.942409 	 0.0472263 	 0.586058 	 299.316 	 44.4116 	 0.00324319 	 8.23584e-20 	 0.000715975 	 7.26764 	 -21.3537 	 0 	 6.06696e+18 	 1.51938e+20 	 1.61501e+21 	 7.99979e+19
0.634 	 0.0104015 	 1.00822e-16 	 0 	 0.942315 	 0.0472835 	 0.586069 	 299.337 	 44.4324 	 0.00324379 	 8.1993e-20 	 0.000715716 	 7.2663 	 -21.3527 	 0 	 6.07084e+18 	 1.51925e+20 	 1.615e+21 	 7.99994e+19
0.635 	 0.0104378 	 1.00423e-16 	 0 	 0.942222 	 0.0473402 	 0.586079 	 299.358 	 44.453 	 0.00324438 	 8.16405e-20 	 0.00071546 	 7.26497 	 -21.3516 	 0 	 6.07472e+18 	 1.51913e+20 	 1.615e+21 	 8.00009e+19
0.636 	 0.0104739 	 1.0001e-16 	 0 	 0.942129 	 0.0473966 	 0.586089 	 299.378 	 44.4735 	 0.00324497 	 8.12773e-20 	 0.000715205 	 7.26365 	 -21.3505 	 0 	 6.07856e+18 	 1.519e+20 	 1.615e+21 	 8.00021e+19
0.637 	 0.0105099 	 9.95959e-17 	 0 	 0.942037 	 0.047453 	 0.586098 	 299.398 	 44.4939 	 0.00324556 	 8.09135e-20 	 0.000714949 	 7.26234 	 -21.3495 	 0 	 6.08241e+18 	 1.51887e+20 	 1.615e+21 	 8.00034e+19
0.638 	 0.0105458 	 9.92156e-17 	 0 	 0.941945 	 0.0475089 	 0.586107 	 299.419 	 44.5141 	 0.00324614 	 8.05776e-20 	 0.000714696 	 7.26104 	 -21.3485 	 0 	 6.08623e+18 	 1.51874e+20 	 1.615e+21 	 8.00047e+19
0.639 	 0.0105814 	 9.88214e-17 	 0 	 0.941854 	 0.0475645 	 0.586117 	 299.439 	 44.5342 	 0.00324672 	 8.02308e-20 	 0.000714445 	 7.25975 	 -21.3474 	 0 	 6.09004e+18 	 1.51861e+20 	 1.615e+21 	 8.00058e+19
0.64 	 0.010617 	 9.84265e-17 	 0 	 0.941763 	 0.04762 	 0.586125 	 299.459 	 44.5542 	 0.0032473 	 7.98837e-20 	 0.000714194 	 7.25847 	 -21.3464 	 0 	 6.09383e+18 	 1.51849e+20 	 1.615e+21 	 8.00071e+19
0.641 	 0.0106524 	 9.80467e-17 	 0 	 0.941673 	 0.047675 	 0.586134 	 299.479 	 44.574 	 0.00324787 	 7.95494e-20 	 0.000713946 	 7.2572 	 -21.3454 	 0 	 6.09761e+18 	 1.51836e+20 	 1.615e+21 	 8.00082e+19
0.642 	 0.0106877 	 9.76548e-17 	 0 	 0.941583 	 0.0477298 	 0.586141 	 299.498 	 44.5938 	 0.00324844 	 7.92054e-20 	 0.000713698 	 7.25594 	 -21.3444 	 0 	 6.10136e+18 	 1.51823e+20 	 1.615e+21 	 8.00093e+19
0.643 	 0.0107227 	 9.72618e-17 	 0 	 0.941493 	 0.0477844 	 0.586149 	 299.518 	 44.6133 	 0.00324901 	 7.88609e-20 	 0.000713451 	 7.25469 	 -21.3433 	 0 	 6.10508e+18 	 1.51811e+20 	 1.615e+21 	 8.00104e+19
0.644 	 0.0107577 	 9.68843e-17 	 0 	 0.941404 	 0.0478387 	 0.586157 	 299.537 	 44.6328 	 0.00324957 	 7.85295e-20 	 0.000713207 	 7.25345 	 -21.3423 	 0 	 6.1088e+18 	 1.51798e+20 	 1.615e+21 	 8.00114e+19
0.645 	 0.0107925 	 9.64949e-17 	 0 	 0.941315 	 0.0478926 	 0.586164 	 299.557 	 44.6521 	 0.00325013 	 7.81888e-20 	 0.000712963 	 7.25222 	 -21.3413 	 0 	 6.11251e+18 	 1.51785e+20 	 1.615e+21 	 8.00124e+19
0.646 	 0.0108272 	 9.6104e-17 	 0 	 0.941227 	 0.0479462 	 0.586171 	 299.576 	 44.6713 	 0.00325069 	 7.78472e-20 	 0.000712722 	 7.251 	 -21.3402 	 0 	 6.11618e+18 	 1.51772e+20 	 1.615e+21 	 8.00133e+19
0.647 	 0.0108617 	 9.57298e-17 	 0 	 0.941139 	 0.0479994 	 0.586178 	 299.595 	 44.6904 	 0.00325125 	 7.75195e-20 	 0.000712482 	 7.24979 	 -21.3392 	 0 	 6.11986e+18 	 1.5176e+20 	 1.615e+21 	 8.00143e+19
0.648 	 0.0108961 	 9.5371e-17 	 0 	 0.941051 	 0.0480526 	 0.586185 	 299.614 	 44.7093 	 0.0032518 	 7.72046e-20 	 0.000712243 	 7.24858 	 -21.3383 	 0 	 6.12353e+18 	 1.51747e+20 	 1.615e+21 	 8.00151e+19
0.649 	 0.0109304 	 9.50003e-17 	 0 	 0.940964 	 0.0481054 	 0.586191 	 299.633 	 44.7282 	 0.00325235 	 7.68803e-20 	 0.000712005 	 7.24738 	 -21.3373 	 0 	 6.12717e+18 	 1.51734e+20 	 1.615e+21 	 8.00161e+19
0.65 	 0.0109646 	 9.46459e-17 	 0 	 0.940877 	 0.0481581 	 0.586197 	 299.651 	 44.7469 	 0.0032529 	 7.65696e-20 	 0.000711768 	 7.2462 	 -21.3363 	 0 	 6.1308e+18 	 1.51722e+20 	 1.61501e+21 	 8.00168e+19
0.651 	 0.0109986 	 9.43076e-17 	 0 	 0.940791 	 0.0482105 	 0.586203 	 299.67 	 44.7655 	 0.00325344 	 7.62721e-20 	 0.000711532 	 7.24502 	 -21.3354 	 0 	 6.13441e+18 	 1.51709e+20 	 1.61501e+21 	 8.00177e+19
0.652 	 0.0110325 	 9.394e-17 	 0 	 0.940705 	 0.0482625 	 0.586209 	 299.689 	 44.784 	 0.00325398 	 7.59514e-20 	 0.000711298 	 7.24385 	 -21.3344 	 0 	 6.13801e+18 	 1.51696e+20 	 1.61501e+21 	 8.00185e+19
0.653 	 0.0110662 	 9.35886e-17 	 0 	 0.94062 	 0.0483141 	 0.586215 	 299.707 	 44.8024 	 0.00325452 	 7.56443e-20 	 0.000711067 	 7.24268 	 -21.3334 	 0 	 6.14158e+18 	 1.51684e+20 	 1.61501e+21 	 8.00192e+19
0.654 	 0.0110998 	 9.32375e-17 	 0 	 0.940534 	 0.0483658 	 0.586219 	 299.725 	 44.8206 	 0.00325506 	 7.53373e-20 	 0.000710834 	 7.24153 	 -21.3325 	 0 	 6.14514e+18 	 1.51671e+20 	 1.61501e+21 	 8.002e+19
0.655 	 0.0111333 	 9.29171e-17 	 0 	 0.94045 	 0.0484169 	 0.586225 	 299.743 	 44.8388 	 0.00325559 	 7.50558e-20 	 0.000710605 	 7.24038 	 -21.3316 	 0 	 6.14869e+18 	 1.51658e+20 	 1.615e+21 	 8.00206e+19
0.656 	 0.0111667 	 9.25873e-17 	 0 	 0.940365 	 0.0484682 	 0.586229 	 299.761 	 44.8568 	 0.00325612 	 7.47667e-20 	 0.000710374 	 7.23924 	 -21.3306 	 0 	 6.15223e+18 	 1.51646e+20 	 1.61501e+21 	 8.00213e+19
0.657 	 0.0111999 	 9.22552e-17 	 0 	 0.940281 	 0.0485189 	 0.586234 	 299.779 	 44.8747 	 0.00325665 	 7.44762e-20 	 0.000710147 	 7.23811 	 -21.3297 	 0 	 6.15574e+18 	 1.51633e+20 	 1.61501e+21 	 8.0022e+19
0.658 	 0.011233 	 9.19393e-17 	 0 	 0.940198 	 0.0485693 	 0.586238 	 299.797 	 44.8926 	 0.00325717 	 7.41991e-20 	 0.000709921 	 7.23699 	 -21.3288 	 0 	 6.15924e+18 	 1.5162e+20 	 1.615e+21 	 8.00225e+19
0.659 	 0.0112659 	 9.15969e-17 	 0 	 0.940114 	 0.0486197 	 0.586242 	 299.815 	 44.9103 	 0.00325769 	 7.39007e-20 	 0.000709695 	 7.23588 	 -21.3279 	 0 	 6.16273e+18 	 1.51608e+20 	 1.61501e+21 	 8.0023e+19
0.66 	 0.0112987 	 9.12534e-17 	 0 	 0.940032 	 0.0486697 	 0.586246 	 299.832 	 44.9279 	 0.00325821 	 7.36019e-20 	 0.000709471 	 7.23477 	 -21.3269 	 0 	 6.1662e+18 	 1.51595e+20 	 1.61501e+21 	 8.00236e+19
0.661 	 0.0113314 	 9.09257e-17 	 0 	 0.939949 	 0.0487195 	 0.58625 	 299.85 	 44.9454 	 0.00325873 	 7.33161e-20 	 0.000709248 	 7.23368 	 -21.326 	 0 	 6.16966e+18 	 1.51583e+20 	 1.61501e+21 	 8.00241e+19
0.662 	 0.011364 	 9.06133e-17 	 0 	 0.939867 	 0.0487691 	 0.586254 	 299.867 	 44.9627 	 0.00325924 	 7.30428e-20 	 0.000709026 	 7.23258 	 -21.3251 	 0 	 6.17312e+18 	 1.5157e+20 	 1.61501e+21 	 8.00247e+19
0.663 	 0.0113964 	 9.02909e-17 	 0 	 0.939785 	 0.0488184 	 0.586257 	 299.885 	 44.98 	 0.00325975 	 7.27618e-20 	 0.000708805 	 7.2315 	 -21.3242 	 0 	 6.17655e+18 	 1.51557e+20 	 1.61502e+21 	 8.00251e+19
0.664 	 0.0114287 	 8.99684e-17 	 0 	 0.939704 	 0.0488674 	 0.586259 	 299.902 	 44.9972 	 0.00326026 	 7.24809e-20 	 0.000708585 	 7.23043 	 -21.3233 	 0 	 6.17996e+18 	 1.51545e+20 	 1.61502e+21 	 8.00255e+19
0.665 	 0.0114608 	 8.96612e-17 	 0 	 0.939623 	 0.0489163 	 0.586263 	 299.919 	 45.0142 	 0.00326077 	 7.22126e-20 	 0.000708367 	 7.22936 	 -21.3224 	 0 	 6.18335e+18 	 1.51532e+20 	 1.61502e+21 	 8.00259e+19
0.666 	 0.0114929 	 8.93692e-17 	 0 	 0.939542 	 0.0489649 	 0.586266 	 299.936 	 45.0312 	 0.00326127 	 7.19569e-20 	 0.000708149 	 7.2283 	 -21.3216 	 0 	 6.18674e+18 	 1.5152e+20 	 1.61502e+21 	 8.00263e+19
0.667 	 0.0115248 	 8.90673e-17 	 0 	 0.939462 	 0.0490131 	 0.586268 	 299.953 	 45.0481 	 0.00326177 	 7.16935e-20 	 0.000707934 	 7.22724 	 -21.3207 	 0 	 6.19011e+18 	 1.51507e+20 	 1.61502e+21 	 8.00266e+19
0.668 	 0.0115566 	 8.87656e-17 	 0 	 0.939382 	 0.0490613 	 0.586271 	 299.969 	 45.0648 	 0.00326227 	 7.14304e-20 	 0.000707719 	 7.2262 	 -21.3199 	 0 	 6.19345e+18 	 1.51495e+20 	 1.61501e+21 	 8.0027e+19
0.669 	 0.0115883 	 8.8479e-17 	 0 	 0.939302 	 0.0491093 	 0.586273 	 299.986 	 45.0815 	 0.00326276 	 7.11798e-20 	 0.000707504 	 7.22516 	 -21.319 	 0 	 6.19679e+18 	 1.51482e+20 	 1.61501e+21 	 8.00271e+19
0.67 	 0.0116198 	 8.81675e-17 	 0 	 0.939223 	 0.0491569 	 0.586274 	 300.003 	 45.0981 	 0.00326326 	 7.09092e-20 	 0.000707291 	 7.22413 	 -21.3181 	 0 	 6.20011e+18 	 1.51469e+20 	 1.61502e+21 	 8.00273e+19
0.671 	 0.0116513 	 8.7896e-17 	 0 	 0.939144 	 0.0492045 	 0.586274 	 300.019 	 45.1145 	 0.00326375 	 7.0671e-20 	 0.000707077 	 7.2231 	 -21.3173 	 0 	 6.20344e+18 	 1.51457e+20 	 1.61502e+21 	 8.00275e+19
0.672 	 0.0116826 	 8.76139e-17 	 0 	 0.939066 	 0.0492515 	 0.586276 	 300.035 	 45.1309 	 0.00326424 	 7.04248e-20 	 0.000706867 	 7.22209 	 -21.3165 	 0 	 6.20675e+18 	 1.51444e+20 	 1.61502e+21 	 8.00276e+19
0.673 	 0.0117138 	 8.73484e-17 	 0 	 0.938988 	 0.0492986 	 0.586276 	 300.052 	 45.1471 	 0.00326472 	 7.01918e-20 	 0.000706656 	 7.22107 	 -21.3157 	 0 	 6.21004e+18 	 1.51431e+20 	 1.61503e+21 	 8.00278e+19
0.674 	 0.0117449 	 8.70575e-17 	 0 	 0.93891 	 0.0493455 	 0.586277 	 300.068 	 45.1633 	 0.0032652 	 6.99389e-20 	 0.000706447 	 7.22007 	 -21.3149 	 0 	 6.21331e+18 	 1.51419e+20 	 1.61503e+21 	 8.00279e+19
0.675 	 0.0117757 	 8.67672e-17 	 0 	 0.938832 	 0.0493921 	 0.586278 	 300.084 	 45.1794 	 0.00326568 	 6.96867e-20 	 0.000706239 	 7.21908 	 -21.314 	 0 	 6.21657e+18 	 1.51406e+20 	 1.61503e+21 	 8.0028e+19
0.676 	 0.0118064 	 8.64758e-17 	 0 	 0.938755 	 0.0494382 	 0.586279 	 300.1 	 45.1954 	 0.00326616 	 6.94339e-20 	 0.000706033 	 7.21809 	 -21.3132 	 0 	 6.2198e+18 	 1.51394e+20 	 1.61503e+21 	 8.0028e+19
0.677 	 0.0118371 	 8.62005e-17 	 0 	 0.938679 	 0.0494844 	 0.586278 	 300.116 	 45.2112 	 0.00326664 	 6.91939e-20 	 0.000705825 	 7.21711 	 -21.3124 	 0 	 6.22302e+18 	 1.51381e+20 	 1.61503e+21 	 8.0028e+19
0.678 	 0.0118677 	 8.59388e-17 	 0 	 0.938602 	 0.0495303 	 0.586278 	 300.132 	 45.227 	 0.00326711 	 6.89653e-20 	 0.00070562 	 7.21613 	 -21.3116 	 0 	 6.22624e+18 	 1.51368e+20 	 1.61503e+21 	 8.0028e+19
0.679 	 0.0118982 	 8.56696e-17 	 0 	 0.938526 	 0.049576 	 0.586277 	 300.147 	 45.2427 	 0.00326758 	 6.87308e-20 	 0.000705415 	 7.21516 	 -21.3108 	 0 	 6.22943e+18 	 1.51356e+20 	 1.61503e+21 	 8.00279e+19
0.68 	 0.0119285 	 8.53997e-17 	 0 	 0.93845 	 0.0496214 	 0.586277 	 300.163 	 45.2583 	 0.00326805 	 6.8496e-20 	 0.000705213 	 7.21419 	 -21.31 	 0 	 6.23261e+18 	 1.51343e+20 	 1.61503e+21 	 8.00278e+19
0.681 	 0.0119587 	 8.51455e-17 	 0 	 0.938375 	 0.0496667 	 0.586276 	 300.178 	 45.2738 	 0.00326852 	 6.8274e-20 	 0.00070501 	 7.21324 	 -21.3092 	 0 	 6.23577e+18 	 1.51331e+20 	 1.61503e+21 	 8.00277e+19
0.682 	 0.0119888 	 8.49052e-17 	 0 	 0.9383 	 0.0497117 	 0.586275 	 300.194 	 45.2892 	 0.00326898 	 6.80634e-20 	 0.000704809 	 7.21228 	 -21.3085 	 0 	 6.23892e+18 	 1.51318e+20 	 1.61502e+21 	 8.00275e+19
0.683 	 0.0120188 	 8.46422e-17 	 0 	 0.938225 	 0.0497565 	 0.586273 	 300.209 	 45.3046 	 0.00326944 	 6.78347e-20 	 0.000704608 	 7.21134 	 -21.3077 	 0 	 6.24207e+18 	 1.51305e+20 	 1.61503e+21 	 8.00273e+19
0.684 	 0.0120486 	 8.43793e-17 	 0 	 0.93815 	 0.0498013 	 0.586271 	 300.224 	 45.3198 	 0.0032699 	 6.76061e-20 	 0.000704407 	 7.2104 	 -21.3069 	 0 	 6.2452e+18 	 1.51292e+20 	 1.61503e+21 	 8.0027e+19
0.685 	 0.0120783 	 8.41307e-17 	 0 	 0.938076 	 0.0498456 	 0.586269 	 300.24 	 45.3349 	 0.00327036 	 6.73894e-20 	 0.000704208 	 7.20947 	 -21.3062 	 0 	 6.24833e+18 	 1.5128e+20 	 1.61503e+21 	 8.00267e+19
0.686 	 0.012108 	 8.38968e-17 	 0 	 0.938002 	 0.0498899 	 0.586268 	 300.255 	 45.35 	 0.00327081 	 6.71847e-20 	 0.000704011 	 7.20854 	 -21.3054 	 0 	 6.25144e+18 	 1.51267e+20 	 1.61504e+21 	 8.00266e+19
0.687 	 0.0121374 	 8.364e-17 	 0 	 0.937929 	 0.0499337 	 0.586266 	 300.27 	 45.365 	 0.00327126 	 6.69619e-20 	 0.000703815 	 7.20762 	 -21.3047 	 0 	 6.25451e+18 	 1.51255e+20 	 1.61503e+21 	 8.00263e+19
0.688 	 0.0121668 	 8.33841e-17 	 0 	 0.937856 	 0.0499776 	 0.586263 	 300.284 	 45.3799 	 0.00327171 	 6.67397e-20 	 0.000703618 	 7.20671 	 -21.3039 	 0 	 6.25758e+18 	 1.51242e+20 	 1.61503e+21 	 8.00259e+19
0.689 	 0.012196 	 8.31271e-17 	 0 	 0.937783 	 0.0500211 	 0.586261 	 300.299 	 45.3946 	 0.00327216 	 6.65171e-20 	 0.000703424 	 7.2058 	 -21.3031 	 0 	 6.26064e+18 	 1.5123e+20 	 1.61503e+21 	 8.00257e+19
0.69 	 0.0122251 	 8.28848e-17 	 0 	 0.93771 	 0.0500644 	 0.586259 	 300.314 	 45.4093 	 0.00327261 	 6.63064e-20 	 0.000703231 	 7.2049 	 -21.3024 	 0 	 6.2637e+18 	 1.51217e+20 	 1.61504e+21 	 8.00253e+19
0.691 	 0.0122542 	 8.26569e-17 	 0 	 0.937638 	 0.0501075 	 0.586256 	 300.329 	 45.424 	 0.00327305 	 6.61075e-20 	 0.000703038 	 7.204 	 -21.3017 	 0 	 6.26674e+18 	 1.51205e+20 	 1.61504e+21 	 8.00251e+19
0.692 	 0.0122831 	 8.2422e-17 	 0 	 0.937566 	 0.0501506 	 0.586254 	 300.343 	 45.4385 	 0.00327349 	 6.59029e-20 	 0.000702846 	 7.20311 	 -21.3009 	 0 	 6.26977e+18 	 1.51192e+20 	 1.61504e+21 	 8.00247e+19
0.693 	 0.0123119 	 8.21868e-17 	 0 	 0.937495 	 0.0501932 	 0.586251 	 300.358 	 45.453 	 0.00327393 	 6.56985e-20 	 0.000702655 	 7.20223 	 -21.3002 	 0 	 6.27278e+18 	 1.51179e+20 	 1.61504e+21 	 8.00242e+19
0.694 	 0.0123406 	 8.19521e-17 	 0 	 0.937424 	 0.0502359 	 0.586247 	 300.372 	 45.4673 	 0.00327437 	 6.54945e-20 	 0.000702464 	 7.20135 	 -21.2995 	 0 	 6.27576e+18 	 1.51167e+20 	 1.61504e+21 	 8.00236e+19
0.695 	 0.0123692 	 8.17314e-17 	 0 	 0.937352 	 0.0502784 	 0.586243 	 300.386 	 45.4816 	 0.0032748 	 6.53018e-20 	 0.000702273 	 7.20048 	 -21.2988 	 0 	 6.27874e+18 	 1.51154e+20 	 1.61503e+21 	 8.00232e+19
0.696 	 0.0123976 	 8.14887e-17 	 0 	 0.937282 	 0.0503205 	 0.586239 	 300.4 	 45.4959 	 0.00327523 	 6.50918e-20 	 0.000702085 	 7.19961 	 -21.2981 	 0 	 6.2817e+18 	 1.51141e+20 	 1.61503e+21 	 8.00226e+19
0.697 	 0.0124259 	 8.12472e-17 	 0 	 0.937211 	 0.0503628 	 0.586235 	 300.415 	 45.51 	 0.00327566 	 6.48829e-20 	 0.000701896 	 7.19875 	 -21.2973 	 0 	 6.28466e+18 	 1.51129e+20 	 1.61504e+21 	 8.00221e+19
0.698 	 0.0124541 	 8.10193e-17 	 0 	 0.937141 	 0.0504045 	 0.586231 	 300.429 	 45.524 	 0.00327609 	 6.46851e-20 	 0.00070171 	 7.1979 	 -21.2966 	 0 	 6.28759e+18 	 1.51116e+20 	 1.61503e+21 	 8.00215e+19
0.699 	 0.0124822 	 8.07916e-17 	 0 	 0.937072 	 0.0504459 	 0.586226 	 300.443 	 45.538 	 0.00327652 	 6.44876e-20 	 0.000701523 	 7.19705 	 -21.2959 	 0 	 6.29053e+18 	 1.51103e+20 	 1.61504e+21 	 8.00207e+19
0.7 	 0.0125103 	 8.0578e-17 	 0 	 0.937002 	 0.0504875 	 0.586221 	 300.456 	 45.5519 	 0.00327694 	 6.43014e-20 	 0.000701337 	 7.1962 	 -21.2952 	 0 	 6.29346e+18 	 1.51091e+20 	 1.61504e+21 	 8.00201e+19
0.701 	 0.0125381 	 8.03582e-17 	 0 	 0.936933 	 0.0505287 	 0.586215 	 300.47 	 45.5657 	 0.00327736 	 6.41104e-20 	 0.000701151 	 7.19536 	 -21.2945 	 0 	 6.29637e+18 	 1.51078e+20 	 1.61504e+21 	 8.00194e+19
0.702 	 0.0125659 	 8.01386e-17 	 0 	 0.936864 	 0.0505701 	 0.58621 	 300.484 	 45.5794 	 0.00327778 	 6.39197e-20 	 0.000700966 	 7.19453 	 -21.2938 	 0 	 6.29926e+18 	 1.51065e+20 	 1.61504e+21 	 8.00187e+19
0.703 	 0.0125936 	 7.9918e-17 	 0 	 0.936796 	 0.0506108 	 0.586205 	 300.498 	 45.593 	 0.0032782 	 6.37285e-20 	 0.000700784 	 7.1937 	 -21.2931 	 0 	 6.30215e+18 	 1.51053e+20 	 1.61504e+21 	 8.0018e+19
0.704 	 0.0126211 	 7.9712e-17 	 0 	 0.936727 	 0.0506515 	 0.5862 	 300.511 	 45.6066 	 0.00327861 	 6.35492e-20 	 0.000700602 	 7.19287 	 -21.2925 	 0 	 6.30503e+18 	 1.5104e+20 	 1.61505e+21 	 8.00172e+19
0.705 	 0.0126485 	 7.94862e-17 	 0 	 0.936659 	 0.050692 	 0.586194 	 300.525 	 45.6201 	 0.00327903 	 6.3354e-20 	 0.00070042 	 7.19206 	 -21.2918 	 0 	 6.30788e+18 	 1.51028e+20 	 1.61505e+21 	 8.00165e+19
0.706 	 0.0126759 	 7.9294e-17 	 0 	 0.936592 	 0.0507323 	 0.586189 	 300.538 	 45.6335 	 0.00327944 	 6.3186e-20 	 0.00070024 	 7.19124 	 -21.2911 	 0 	 6.31073e+18 	 1.51015e+20 	 1.61505e+21 	 8.00158e+19
0.707 	 0.0127032 	 7.90813e-17 	 0 	 0.936525 	 0.0507723 	 0.586183 	 300.551 	 45.6469 	 0.00327985 	 6.30017e-20 	 0.000700061 	 7.19043 	 -21.2905 	 0 	 6.31356e+18 	 1.51003e+20 	 1.61505e+21 	 8.0015e+19
0.708 	 0.0127303 	 7.88832e-17 	 0 	 0.936457 	 0.0508123 	 0.586177 	 300.565 	 45.6601 	 0.00328026 	 6.28292e-20 	 0.000699882 	 7.18963 	 -21.2898 	 0 	 6.31639e+18 	 1.5099e+20 	 1.61505e+21 	 8.00141e+19
0.709 	 0.0127574 	 7.86851e-17 	 0 	 0.93639 	 0.0508521 	 0.586171 	 300.578 	 45.6733 	 0.00328066 	 6.26567e-20 	 0.000699702 	 7.18883 	 -21.2892 	 0 	 6.31919e+18 	 1.50977e+20 	 1.61505e+21 	 8.00133e+19
0.71 	 0.0127843 	 7.84668e-17 	 0 	 0.936324 	 0.0508917 	 0.586164 	 300.591 	 45.6865 	 0.00328107 	 6.24683e-20 	 0.000699524 	 7.18804 	 -21.2885 	 0 	 6.32197e+18 	 1.50965e+20 	 1.61505e+21 	 8.00123e+19
0.711 	 0.0128112 	 7.82827e-17 	 0 	 0.936258 	 0.0509313 	 0.586157 	 300.604 	 45.6995 	 0.00328147 	 6.23073e-20 	 0.000699346 	 7.18725 	 -21.2879 	 0 	 6.32477e+18 	 1.50952e+20 	 1.61505e+21 	 8.00113e+19
0.712 	 0.0128379 	 7.80927e-17 	 0 	 0.936191 	 0.0509707 	 0.586149 	 300.617 	 45.7125 	 0.00328187 	 6.21416e-20 	 0.000699169 	 7.18647 	 -21.2873 	 0 	 6.32753e+18 	 1.50939e+20 	 1.61505e+21 	 8.00104e+19
0.713 	 0.0128645 	 7.79021e-17 	 0 	 0.936126 	 0.0510098 	 0.586143 	 300.63 	 45.7254 	 0.00328227 	 6.19758e-20 	 0.000698994 	 7.18569 	 -21.2866 	 0 	 6.33028e+18 	 1.50927e+20 	 1.61504e+21 	 8.00094e+19
0.714 	 0.0128911 	 7.77116e-17 	 0 	 0.93606 	 0.0510486 	 0.586135 	 300.643 	 45.7383 	 0.00328266 	 6.18101e-20 	 0.000698819 	 7.18491 	 -21.286 	 0 	 6.33303e+18 	 1.50914e+20 	 1.61504e+21 	 8.00085e+19
0.715 	 0.0129174 	 7.75017e-17 	 0 	 0.935995 	 0.0510874 	 0.586128 	 300.656 	 45.751 	 0.00328306 	 6.16292e-20 	 0.000698645 	 7.18414 	 -21.2853 	 0 	 6.33575e+18 	 1.50902e+20 	 1.61504e+21 	 8.00075e+19
0.716 	 0.0129438 	 7.73251e-17 	 0 	 0.93593 	 0.051126 	 0.586121 	 300.668 	 45.7637 	 0.00328345 	 6.14749e-20 	 0.000698472 	 7.18338 	 -21.2848 	 0 	 6.33847e+18 	 1.50889e+20 	 1.61503e+21 	 8.00066e+19
0.717 	 0.01297 	 7.71431e-17 	 0 	 0.935866 	 0.0511643 	 0.586114 	 300.681 	 45.7764 	 0.00328384 	 6.13164e-20 	 0.0006983 	 7.18262 	 -21.2842 	 0 	 6.34119e+18 	 1.50877e+20 	 1.61504e+21 	 8.00055e+19
0.718 	 0.0129961 	 7.69616e-17 	 0 	 0.935801 	 0.0512027 	 0.586106 	 300.693 	 45.7889 	 0.00328423 	 6.11583e-20 	 0.000698127 	 7.18186 	 -21.2836 	 0 	 6.3439e+18 	 1.50864e+20 	 1.61504e+21 	 8.00043e+19
0.719 	 0.0130221 	 7.67797e-17 	 0 	 0.935737 	 0.0512409 	 0.586097 	 300.706 	 45.8014 	 0.00328461 	 6.1e-20 	 0.000697955 	 7.18111 	 -21.283 	 0 	 6.34659e+18 	 1.50851e+20 	 1.61504e+21 	 8.00033e+19
0.72 	 0.0130479 	 7.65785e-17 	 0 	 0.935673 	 0.0512787 	 0.586089 	 300.718 	 45.8138 	 0.003285 	 6.08267e-20 	 0.000697785 	 7.18037 	 -21.2823 	 0 	 6.34927e+18 	 1.50839e+20 	 1.61504e+21 	 8.00022e+19
0.721 	 0.0130737 	 7.6396e-17 	 0 	 0.93561 	 0.0513163 	 0.586081 	 300.731 	 45.8262 	 0.00328538 	 6.06684e-20 	 0.000697616 	 7.17963 	 -21.2817 	 0 	 6.35195e+18 	 1.50826e+20 	 1.61504e+21 	 8.00011e+19
0.722 	 0.0130994 	 7.62095e-17 	 0 	 0.935547 	 0.051354 	 0.586072 	 300.743 	 45.8385 	 0.00328576 	 6.05068e-20 	 0.000697446 	 7.17889 	 -21.2811 	 0 	 6.3546e+18 	 1.50814e+20 	 1.61504e+21 	 7.99999e+19
